"Data Source","Indicateurs du développement dans le monde",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Costa Rica","CRI","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","18830","19536","20306","21113","21955","22830","23733","24677","25670","26725","27867","29110","30457","31906","33433","35018","36638","38273","39896","41508","43122","44730","46345","48043","49866","51819","53910","56144","58563","61195","63998","66973","70144","73473","76859","80262","83719","87231","90820","94551","98463","102616","107123","111936","116925","122101","127509","133128","138975","145141","151659","158637","166123","174153","182617","191301","200228","209426","218994","229020","238969","248320","258100","269786","282918",
"Petits états des Caraïbes","CSS","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","38767","40754","42575","44263","45908","47430","48982","50556","52106","53598","54890","56078","57280","58496","59846","61333","62972","64752","66601","68486","70135","71450","72633","73756","74854","75966","77039","78008","78967","79987","80794","81462","82067","82576","83192","84180","85553","87182","89268","91796","94457","97015","99609","102459","104952","105849","108156","110890","114085","117620","121479","125388","129452","133543","138000","143059","148700","154584","160188","166457","173017","178140","183410","190410","197918",
"Cuba","CUB","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","165028","168113","171776","176225","181734","188299","195970","204797","214278","223723","233089","244233","257020","269868","283024","296627","310707","325207","339791","353962","367455","376755","382604","389051","395781","402392","408635","414246","419394","424411","429510","434373","438673","442600","449007","458429","468514","479318","490728","502549","515119","529832","546529","562026","576439","591962","607396","622891","638894","654019","668474","683589","700103","716475","730491","742827","753802","763715","774596","785278","793358","787991","783924","794411","808177",
"Curacao","CUW","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","1735","1793","1874","1964","2062","2162","2261","2370","2501","2646","2792","2945","3060","3167","3326","3458","3559","3634","3658","3679","3707","3743","3809","3876","3948","4023","4082","4113","4114","4115","4139","4182","4248","4355","4478","4620","4801","4984","5077","5085","5065","5025","5137","5354","5562","5834","6131","6419","6690","6947","7278","7647","7941","8228","8550","8876","9176","9408","8969","8731","9006","9079","9225","9517","9821",
"Îles Caïmans","CYM","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","224","223","224","225","224","224","226","231","241","256","270","280","290","302","314","328","347","371","399","431","452","465","479","496","515","536","561","591","617","638","665","695","719","739","760","781","806","839","883","927","963","996","1034","1072","1103","1135","1165","1196","1233","1280","1341","1415","1502","1596","1697","1807","1916","2024","2139","2268","2396","2537","2701","2880","3088",
"Chypre","CYP","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","16555","16969","17492","18163","18905","19725","20647","21645","22704","23834","25035","26303","27625","28167","27639","27249","27450","27861","28323","28843","29432","30079","30651","31023","31297","31612","32011","32497","33061","33702","34426","35212","35967","36552","37035","37579","38228","38999","39890","40889","41985","43138","44241","45402","46776","48349","50121","52096","54233","56501","58928","61205","63308","65527","67812","70106","72392","74625","76875","79184","81502","83833","86152","88717","91625",
"République tchèque","CZE","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","359656","366424","374792","383874","395275","408411","422531","436712","449801","460492","466223","472498","483608","494622","504887","514961","523868","531513","538329","542633","537163","520888","500617","479155","464446","461855","465840","472300","479918","486230","489018","491555","496135","501573","508083","515033","522409","529544","535531","540218","542546","543357","544757","547035","551362","560050","572526","588586","609782","632180","651252","675360","707034","737123","764562","791115","817864","844817","870649","895403","914599","908766","923126","943123","962108",
"Allemagne","DEU","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","3354646","3404739","3466096","3523256","3593434","3677122","3773644","3876855","3961764","4031281","4107299","4176405","4235262","4285587","4328891","4355429","4364342","4384184","4403342","4403183","4358389","4246088","4099135","3950208","3852205","3837245","3862358","3903013","3932034","3941542","3972264","4029855","4110742","4223885","4355218","4487855","4607420","4703356","4817848","4979441","5171749","5383907","5602926","5831400","6089097","6357343","6641182","6867548","7005950","7108504","7138206","7016033","7107573","7230354","7345286","7473467","7588105","7693730","7791730","7891088","7991931","8113685","8245328","8398285","8593608",
"Djibouti","DJI","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","895","941","994","1055","1121","1195","1274","1354","1439","1541","1658","1786","1928","2085","2269","2493","2761","3069","3403","3731","4023","4268","4477","4677","4903","5185","5535","5952","6405","6979","7792","8552","8550","8464","8714","8887","9181","9538","9929","10323","10722","11144","11586","12013","12419","12831","13276","13756","14264","14826","15436","16084","16779","17516","18276","19001","19660","20279","20903","21561","22185","22792","23535","24412","25343",
"Dominique","DMA","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","1173","1188","1216","1249","1284","1315","1346","1377","1413","1456","1499","1537","1578","1627","1675","1726","1785","1847","1917","2002","2095","2181","2252","2310","2366","2431","2493","2543","2590","2647","2709","2739","2718","2691","2674","2673","2689","2715","2759","2822","2901","2958","2982","2996","3014","3040","3085","3150","3225","3310","3402","3371","3348","3159","2978","3024","3337","3687","3737","3801","3873","3939","3983","4022","4080",
"Danemark","DNK","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","223990","228454","232716","236736","240536","244151","247687","251584","256151","260774","265768","270817","275613","280560","285919","291343","296039","301016","305891","309379","311683","313232","314923","316858","318423","320944","324406","326780","328427","329963","330796","331209","331442","331000","330259","329273","328335","327882","327968","328695","330236","332563","335574","339560","344586","350649","357685","366841","378478","392182","408276","426010","443606","459150","472593","484866","496302","507098","517475","527387","537220","546791","555595","565270","575592",
"République dominicaine","DOM","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","42387","43786","45266","46824","48461","50084","51775","53624","55537","57520","59578","61717","63945","66262","68655","71110","73631","76210","78846","81519","84239","87029","89890","92820","95835","98956","102178","105502","108936","112508","116233","120100","124111","128292","132683","137302","142136","147172","152423","157884","163495","169327","175429","181584","187390","192782","197961","203003","208030","213202","218928","225659","233510","242465","252073","262463","274004","286603","300167","314286","327795","340795","356175","373729","391935",
"Algérie","DZA","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","178271","186344","199300","212084","224008","234840","240727","242112","243455","244666","245751","246858","248120","249510","250942","258416","274018","284719","288355","292306","297690","305295","314461","323892","333170","342690","352619","362365","372397","383427","394825","406550","427290","456581","487342","520659","555623","591696","619875","639698","659364","678832","698338","718132","738365","758622","778181","796459","812986","827954","842871","860174","882308","911421","948470","992681","1042344","1095480","1150286","1205868","1250984","1296023","1355124","1418605","1486882",
"Asie de l’Est et Pacifique (hors revenu élevé)","EAP","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","14190907","13903067","13913605","14080997","14228132","14447159","14812908","15265950","15776874","16320213","16886430","17493783","18103860","18743532","19441897","20153485","20850203","21569923","22401029","23329799","24240831","25111284","25994516","26877136","27782848","28781945","29844912","30916753","32043383","33289851","34595001","35897239","37290108","38840280","40459456","42154811","43906582","45720251","47722686","49787663","51769629","53706678","55622416","57487712","59197082","60842667","62528738","64138892","65622997","67095086","68706007","70593400","72823738","75327585","78096533","81381569","85016630","89049998","93391555","97857556","102499830","106780186","111195389","115376023","118329878",
"de dividende précoce démographique","EAR","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","15165237","15676227","16254278","16873913","17509312","18123168","18721128","19334205","19971372","20639240","21326254","21976680","22651221","23398570","24152327","24915897","25678208","26426733","27167413","27918754","28663006","29417113","30197147","30979117","31766786","32576981","33420127","34297756","35215804","36173497","37187559","38234595","39328748","40469805","41646968","42883096","44200675","45572082","46972625","48398963","49864117","51374170","52928119","54507199","56079537","57639700","59206821","60765191","62338045","63957149","65667073","67507164","69458796","71532340","73898368","76643389","79623843","82840729","86301354","90019580","93474188","96107514","99323093","103564887","107960468",
"Asie de l’Est et Pacifique","EAS","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","17404461","17212483","17326629","17599701","17863486","18205190","18703719","19290714","19922856","20590177","21280248","22070217","22854193","23663416","24531868","25410394","26282742","27195496","28232050","29370665","30484185","31559219","32648298","33718843","34832448","36068412","37364323","38691543","40103535","41685113","43365733","45082421","46893864","48863181","50912708","53046222","55263955","57553056","60035395","62578748","65072725","67543823","69966353","72295781","74485867","76692468","78981443","81176053","83219457","85165791","87157015","89547239","92494781","95761315","99262519","103231612","107507437","112127049","117010257","121985830","127163109","131928515","136754728","141439026","144938531",
"Europe et Asie centrale (hors revenu élevé)","ECA","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","2925424","3001364","3068166","3141681","3227062","3326722","3429842","3532370","3653585","3781167","3886122","3984650","4095420","4202741","4312736","4424301","4523230","4615333","4699902","4803970","4859638","4807274","4731231","4668522","4638974","4634624","4653769","4702644","4757805","4858683","5018691","5185565","5402180","5639574","5893522","6106083","6278945","6448350","6571894","6662293","6798906","6997479","7238736","7486349","7694230","7832916","7939561","7999429","7970467","7903188","7862459","7838300","7894344","8000363","8159758","8389405","8645968","8932395","9233906","9601805","9984258","10310138","10476620","10666724","11062541",
"Europe et Asie centrale","ECS","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","21650971","22094918","22537821","22980190","23508005","24151236","24799592","25483511","26186525","26860511","27540290","28196814","28883124","29560401","30239078","30912026","31523273","32135536","32729456","33268073","33513172","33255741","32770097","32287239","32037228","32192456","32591766","33085128","33672949","34352132","35123337","36010397","37044951","38147147","39304244","40323798","41178090","42018358","42726839","43343486","44061731","44949328","45949987","46986003","48026701","48994122","49855642","50473327","50816752","51109443","51431413","51951419","53076567","54331387","55692488","57124621","58496700","59866594","61277674","62745294","64082162","65191066","66403414","67975044","69860184",
"Équateur","ECU","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","93255","94354","95401","96449","97562","98756","100044","101454","102974","104562","106236","107992","109803","111749","113887","116157","118585","121301","124260","127227","130141","133033","135879","138757","141822","145152","148799","152832","157229","162310","168439","175662","183669","192204","201389","211081","221213","231693","242176","252414","262503","272901","283939","295653","307906","320449","333240","346577","361115","376781","393011","409170","425568","443991","464908","486903","509101","531634","556543","583489","600286","610038","628254","653257","679596",
"Égypte, République arabe d’","EGY","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","413753","427921","442777","457950","473149","488334","503496","518522","533687","549254","565055","581077","597536","614185","631272","648830","665613","682002","698838","715931","733763","752357","771669","792297","813932","835960","857780","879581","901891","924374","949508","974556","997910","1022402","1048251","1076207","1106357","1138810","1172989","1206410","1236309","1263717","1289759","1312963","1332008","1347663","1362652","1379598","1400752","1428722","1465956","1514147","1573271","1639274","1706639","1773921","1845624","1925499","2013506","2108917","2190919","2249932","2330991","2445456","2568738",
"Zone euro","EMU","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","11026939","11229683","11451370","11644138","11874287","12187673","12507167","12843981","13153221","13427481","13749731","14046571","14328865","14602610","14864844","15112276","15322680","15539289","15765577","15961831","16008850","15856874","15620342","15366731","15214550","15332317","15619644","15939297","16271682","16583522","16915723","17292330","17688812","18114079","18636236","19097654","19478592","19899694","20316522","20759488","21236469","21740333","22257930","22767936","23323834","23915913","24504512","25002572","25431979","25856210","26218937","26528345","27140471","27803597","28463798","29090596","29659961","30206160","30775801","31311677","31825691","32342868","32962577","33701977","34548758",
"Érythrée","ERI","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","11665","11794","11946","12116","12299","12490","12657","12832","13049","13291","13565","13871","14196","14534","14854","15149","15525","15988","16487","17020","17597","18216","18861","19360","19722","20138","20631","21336","22250","23184","24135","23256","22292","23501","24707","26667","28449","29113","29869","30471","31222","32726","34471","36487","38520","39967","41233","42577","44460","46378","48027","49576","50983","52232","53200","53746","54152","54791","55725","56780","57707","58617","59711","61149","62977",
"Espagne","ESP","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","1018609","1050056","1076146","1094736","1113798","1144999","1182962","1221117","1262899","1296805","1336528","1376830","1411786","1450884","1480540","1511231","1548595","1585661","1623164","1660097","1697357","1730062","1758888","1786564","1816127","1854278","1906002","1967572","2030656","2093761","2154724","2215648","2278645","2342899","2409377","2479419","2550080","2621169","2692469","2755404","2814891","2883595","2946598","2985793","3004070","3045671","3103219","3147241","3207989","3281373","3358512","3433702","3500698","3574490","3651413","3711587","3765163","3826147","3893713","3964561","4025700","4089576","4201396","4356407","4515633",
"Estonie","EST","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","39209","39661","40191","40930","42059","43270","44336","45555","46980","48210","49226","50398","51660","52626","53509","54370","55102","55917","56538","56929","56997","56320","55159","54475","54037","53335","53115","53334","53747","54426","55117","56090","57664","59231","60476","61892","63515","65178","66380","67355","68618","69818","71215","72667","74033","75221","76452","77434","77446","77146","76950","77377","78625","80173","81981","83931","85698","87516","89340","91286","93536","95192","97742","101247","104028",
"Éthiopie","ETH","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","228268","230992","233570","236685","241621","248645","256911","267249","279649","292151","304249","315993","327005","337441","346994","355366","364373","371631","377820","383065","384637","393638","408447","417588","424862","436366","452274","474831","505328","535400","563179","604011","643346","668555","693264","710783","724328","743596","765671","786157","809647","836882","863498","890998","919985","951213","984229","1017815","1053147","1092292","1135995","1184156","1235769","1287036","1337940","1384808","1428906","1477439","1529447","1584865","1639897","1692286","1750543","1819895","1898562",
"Union européenne","EUU","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","13813284","14095882","14403510","14691530","15027594","15458295","15908057","16378895","16816451","17207751","17636920","18038895","18442012","18840819","19227571","19603007","19926965","20250656","20565369","20826782","20890994","20684005","20355200","19991794","19786478","19930297","20268816","20654250","21070467","21459093","21859391","22298733","22755031","23258646","23868033","24422013","24889525","25388252","25876312","26384459","26908752","27454744","28007717","28567310","29176691","29824373","30466080","31007122","31487501","31984925","32420750","32852589","33628189","34454571","35298127","36117190","36873305","37601806","38352636","39074291","39726867","40307344","41038465","41932852","42936800",
"Fragile et les situations de conflit touchées","FCS","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","3880520","3979896","4073694","4169374","4272530","4386775","4502249","4618606","4754201","4896280","5022982","5153809","5304030","5454101","5610376","5773761","5938147","6108598","6287628","6453779","6578290","6666421","6746861","6837642","6950771","7076683","7217397","7382881","7536777","7713080","7943724","8170043","8428415","8705419","9020638","9282609","9480029","9693281","9883944","10048938","10243812","10495059","10797354","11122159","11423983","11685688","11944551","12213137","12435674","12662593","12911302","13172090","13496457","13827153","14179083","14588080","15019696","15484566","15960595","16454770","16919623","17338480","17677010","18105539","18745815",
"Finlande","FIN","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","120582","123747","126251","129264","133215","136883","140674","144594","148227","152382","156800","161360","166910","172823","178728","184586","189959","195175","199686","203457","206512","208578","210753","212877","213700","215280","218903","222521","226491","231360","236619","242400","248196","254112","260845","267857","274567","280655","285583","290242","295999","302337","308951","316848","325990","333742","343996","353384","360441","370366","383594","401774","421824","441817","460978","478478","493750","508243","522288","535265","547966","560037","570810","582335","594798",
"Fidji","FJI","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","8565","8331","8116","7924","7756","7641","7575","7498","7430","7400","7395","7424","7488","7562","7654","7788","7952","8166","8443","8733","9005","9265","9501","9731","9962","10214","10585","10829","10881","10965","11042","11112","11197","11289","11398","11532","11696","12018","12491","12998","13502","13988","14436","14875","15368","15883","16420","16990","17510","17955","18439","18999","19486","19961","20475","20861","21254","21769","22336","22949","23557","23989","24430","25075","25781",
"France","FRA","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","2020583","2050421","2096947","2140394","2191789","2251311","2314652","2382957","2444845","2498846","2554836","2614116","2669212","2723688","2777939","2827338","2866550","2908563","2955239","2994636","2993265","2937332","2866189","2815759","2784437","2818589","2901754","2979678","3055764","3130167","3204617","3282259","3359179","3434919","3512166","3592726","3670445","3743957","3813283","3879596","3945011","4008124","4068313","4121643","4179317","4234304","4271467","4314567","4375854","4442098","4511324","4627519","4794252","4971598","5150647","5323518","5481325","5627020","5770489","5912937","6043092","6162688","6297439","6435034","6584633",
"Îles Féroé","FRO","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","1269","1298","1326","1357","1391","1429","1463","1485","1505","1532","1563","1596","1633","1672","1719","1776","1837","1894","1955","2020","2080","2147","2221","2293","2363","2420","2462","2506","2541","2569","2582","2626","2675","2696","2665","2643","2651","2682","2701","2713","2747","2800","2852","2907","2929","2947","2997","3078","3179","3287","3387","3493","3588","3705","3839","3980","4105","4211","4305","4400","4528","4637","4673","4696","4712",
"Micronésie, États fédérés de","FSM","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","669","689","706","719","724","733","740","748","759","768","780","790","800","811","824","832","836","841","854","874","895","912","929","949","967","989","1015","1041","1061","1078","1096","1113","1237","1477","1690","1759","1710","1654","1594","1541","1542","1604","1667","1704","1705","1674","1622","1560","1502","1450","1434","1460","1511","1596","1693","1795","1905","2007","2117","2248","2385","2509","2610","2701","2797",
"Gabon","GAB","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","17218","17424","17625","17822","18019","18213","18407","18600","18795","19012","19242","19455","19657","19857","20063","20272","20485","20704","20924","21148","21369","21589","21814","22046","22287","22535","22789","23050","23319","23594","23879","24176","24482","24798","25124","25458","25809","26176","26558","26953","27359","27783","28236","28716","29209","29717","30260","30855","31507","32228","33037","33947","34944","35933","36909","37923","38926","39899","40884","41923","42895","43871","45051","46423","47936",
"Royaume-Uni","GBR","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","2364005","2383228","2402836","2435705","2482475","2528336","2572085","2624102","2680238","2735113","2794069","2856393","2915051","2970771","3027067","3079999","3127798","3176113","3226641","3274260","3313604","3334341","3329949","3305944","3304659","3353588","3415323","3463879","3530291","3593945","3632834","3671679","3706774","3733620","3757344","3783644","3809262","3834214","3857502","3880287","3911439","3954185","4000049","4046929","4100381","4152415","4197438","4253348","4330767","4422086","4518174","4647563","4821643","4986167","5122074","5233300","5332668","5416396","5504075","5598123","5654210","5711007","5831447","6006822","6155664",
"Géorgie","GEO","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","110420","108737","107102","105791","105030","104840","106681","110248","113683","117032","120962","124072","125716","127538","129585","131435","133109","134455","135639","137205","137947","137344","136272","134855","133242","131812","130800","130443","131658","136377","142952","149913","158968","169778","176635","178450","179688","180949","182574","184271","186540","190858","197091","203777","209700","214488","217127","214941","208625","199318","192264","188566","187826","189958","191927","192559","193002","193222","193863","195067","196611","196289","197210","200132","203548",
"Ghana","GHA","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","107395","111489","119580","126748","132958","137879","141736","144891","147610","149529","149110","144058","138091","135250","133855","133553","133528","137026","144946","153918","156657","153444","155438","163424","169289","171902","175298","179297","183822","189031","195136","202034","209754","218218","226907","236017","245970","256678","267865","279042","289730","300161","310523","320499","329915","338677","347293","356105","364472","372242","379818","387099","394372","402801","413109","423581","434039","445871","458944","473489","488689","505223","525069","547720","571576",
"Gibraltar","GIB","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","636","653","682","706","726","751","780","807","832","855","887","931","977","1018","1049","1070","1086","1100","1112","1123","1133","1140","1158","1194","1232","1261","1290","1315","1332","1340","1329","1321","1344","1395","1448","1493","1531","1577","1625","1668","1710","1750","1806","1873","1928","1976","2010","2017","2023","2056","2147","2259","2361","2461","2552","2640","2724","2789","2838","2884","2934","2965","3024","3119","3214",
"Guinée","GIN","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","78119","77554","77127","76858","76774","76884","77213","77744","78428","79246","80144","81088","82074","83147","84352","85683","87154","88765","90524","92429","94468","96652","98986","101437","104000","106681","109444","112267","115103","117875","121643","126076","129475","132663","135741","138523","141354","143037","144511","146546","148099","148639","149564","151475","153024","154093","155298","156973","158806","160689","162532","164411","166537","168976","171500","174392","177850","181475","185308","189533","193467","197457","202578","208497","214779",
"Gambie","GMB","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","4837","5003","5171","5344","5524","5712","5903","6106","6317","6537","6762","6994","7239","7492","8070","8997","10007","11117","12319","13583","14887","16178","17463","18870","19736","19995","20314","20692","21125","21589","22070","22564","22981","23067","22888","22689","22513","22379","22275","22195","22139","22113","22121","22172","22290","22479","22743","23095","23543","24078","24687","25355","26021","26568","26960","27392","27980","28699","29552","30553","31636","32800","34186","35857","37753",
"Guinée-Bissau","GNB","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","10458","10618","10747","10856","10790","10623","10529","10544","10647","10729","10880","11085","11342","11732","12950","15008","17114","19216","21267","22138","22262","22770","23266","23748","24198","24610","24974","25292","25578","25828","26046","25776","25141","24661","24180","23617","23011","22410","21829","21296","20857","20508","20212","19969","19774","19627","19536","19510","19541","19635","19795","20021","20312","20666","21081","21558","22095","22682","23304","23962","24467","24903","25552","26330","27125",
"Guinée équatoriale","GNQ","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","6600","6666","6738","6816","6893","6963","7027","7082","7129","7078","6894","6666","6436","6209","5980","5751","5516","5349","5284","5271","5367","5597","5908","6223","6495","6730","6925","7091","7248","7402","7561","7729","7906","8094","8305","8546","8812","9102","9415","9743","10142","10654","11273","12010","12866","13645","14300","14970","15664","16393","17159","17913","18664","19488","20476","21612","22820","24092","25406","26744","27839","28855","30100","31472","33004",
"Grèce","GRC","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","248677","261378","273991","278236","282605","318179","329510","341521","354065","369631","405778","412367","427567","442741","458282","473989","490216","505984","523210","548092","557695","553946","556733","557491","556904","559636","565997","572007","577686","586405","604869","630774","653150","673804","694938","715442","735859","755122","773747","791019","807187","822579","838125","853627","867738","879643","889316","896822","903986","914267","928583","943757","956092","967406","979465","990754","1001911","1012498","1022041","1032020","1042656","1049348","1052042","1059665","1078895",
"Grenade","GRD","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","1267","1288","1311","1328","1333","1327","1320","1317","1318","1325","1334","1378","1458","1541","1633","1729","1834","1955","2091","2242","2405","2533","2592","2621","2646","2675","2707","2740","2775","2812","2858","2911","2973","3051","3143","3247","3363","3487","3621","3765","3921","4047","4143","4244","4339","4425","4505","4577","4646","4711","4781","4848","4912","4990","5076","5167","5265","5370","5486","5615","5763","5922","6096","6290","6495",
"Groenland","GRL","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","270","291","317","343","364","388","412","441","474","506","535","561","596","621","640","652","666","686","710","736","763","787","798","804","808","819","829","845","870","893","922","953","986","1025","1068","1114","1158","1200","1241","1272","1310","1357","1398","1436","1479","1547","1633","1718","1799","1877","1957","2049","2125","2189","2252","2317","2402","2476","2531","2602","2695","2826","2954","3139","3356",
"Guatemala","GTM","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","47264","48949","50619","52154","53569","54976","56378","57727","58969","60065","61203","62719","64696","66971","69666","72739","75722","79094","83111","87205","91050","94613","98698","103593","108403","113085","118375","124460","131096","138005","144694","151529","158411","165151","170732","175007","179589","184677","190250","196235","202442","208595","214691","220781","226908","233074","239388","246109","253208","260571","268198","276135","284419","293268","302659","312121","321941","332645","344026","355815","364725","368130","374404","387108","401032",
"Guam","GUM","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","483","498","512","532","552","573","594","614","632","644","667","705","749","803","871","951","1035","1125","1220","1314","1404","1476","1545","1618","1711","1824","1938","2054","2182","2348","2562","2782","2981","3149","3294","3431","3558","3674","3776","3876","3999","4151","4308","4460","4593","4699","4774","4824","4866","4923","5068","5323","5628","5947","6272","6590","6893","7187","7476","7764","8087","8458","8863","9293","9737",
"Guyana","GUY","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","7985","8465","8715","8999","9309","9646","9996","10355","10706","11037","11372","11664","11892","12116","12359","12637","12941","13255","13559","13827","14040","14144","14148","14121","14085","14058","14036","14014","13973","13886","13731","13646","13655","13646","13624","13570","13485","13395","13335","13323","13352","13413","13494","13648","13863","14078","14312","14575","14877","15221","15617","16083","16543","16977","17448","17952","18475","19022","19726","20443","20972","21250","21751","22701","23661",
"Revenu élevé","HIC","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","30207280","30857844","31495847","32101647","32798987","33637756","34476411","35321728","36149463","36950445","37819445","38742595","39639304","40543713","41468552","42421378","43350164","44318584","45304770","46242581","46909250","47161138","47208349","47229988","47479954","48158044","49073821","50086963","51208977","52437350","53746658","55204465","56772599","58367048","59983956","61515765","62934450","64338647","65638223","66873230","68211650","69685421","71222173","72761058","74385588","76095928","77849826","79510363","81051124","82511494","83850878","85608438","88283059","91106709","93924949","96700170","99365602","101964156","104565200","107181584","109670314","111777895","114339154","117633666","121138867",
"Chine, RAS de Hong Kong","HKG","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","24388","25949","26857","26342","30215","34115","35317","35686","37769","44946","53117","59767","64494","70036","76553","83104","90133","97817","106036","118718","129295","139198","146772","153884","160807","169310","178790","188168","197122","206199","214614","224375","233507","244914","258814","274573","297452","307562","318487","330418","341781","352933","362948","370409","381034","389878","398472","406456","413757","421550","433035","445563","462046","478136","499302","524623","549284","573777","600560","632068","661428","689383","715492","767007","800751",
"Honduras","HND","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","31166","31773","32489","33271","34046","34767","35447","36100","36742","37404","38107","38835","39577","40310","41114","42793","45319","47937","50558","53020","55275","57319","59178","60982","62932","65150","67610","70265","71889","72440","73094","73860","74678","75564","76662","78030","79647","81517","83475","85521","87715","90037","92539","95155","97779","100398","103090","105950","109070","112525","116363","120653","125629","131379","137875","144970","152411","160113","168034","176122","183158","188621","195406","203991","212596",
"Pays pauvres très endettés (PPTE)","HPC","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","2229258","2273616","2324944","2379300","2437490","2499765","2566104","2637835","2714774","2794054","2873687","2950513","3026339","3108285","3196521","3289224","3385144","3484847","3596883","3712945","3808103","3889046","3985489","4094415","4201413","4308966","4420348","4549415","4680126","4798796","4914381","5037560","5172230","5310811","5439916","5557648","5679454","5807614","5947903","6097863","6251377","6412472","6587371","6767411","6944025","7125455","7314027","7503291","7703292","7917938","8142785","8383562","8642027","8909036","9180744","9459519","9758732","10084479","10425502","10779581","11105978","11403820","11749702","12157801","12597915",
"Croatie","HRV","Population âgée de plus de 65 ans, hommes","SP.POP.65UP.MA.IN","113622","116344","119548","123513","128356","133989","140125","146236","151993","157429","162674","168078","173735","179515","185177","190382","194977","198807","201745","202874","200866","195669","188751","182431","179482","180082","182037","184365","187132","190519","194767","196974","200106","210387","222814","232010","239391","247639","256434","264454","271011","268807","275866","281602","286258","290783","294023","296795","298830","298680","296771","297415","301229","304817","309103","313736","318910","323234","329175","335978","342587","347640","352795","359615","367272",
