"Data Source","Indicateurs du développement dans le monde",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Congo, République démocratique du","COD","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","278175","282678","287288","292264","297591","303499","310338","317938","325940","334138","342600","351146","359749","368729","378094","387822","397750","407861","419656","432769","445134","457148","469829","483430","497961","512668","527225","542583","559098","576616","595883","616308","638106","661936","691733","719587","737481","755472","781100","811069","840776","871002","901751","932898","965109","998956","1033809","1069281","1105865","1144327","1184876","1227233","1270722","1313543","1354491","1393710","1435562","1480670","1525563","1571643","1619413","1666394","1716170","1773845","1836191",
"Congo, République du","COG","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","20710","21291","21898","22522","23158","23805","24463","25127","25803","26501","27217","27943","28686","29447","30223","30888","31419","31945","32457","32882","33247","33661","34380","35542","37126","38911","40600","42228","43667","44719","45630","46675","47989","49524","50908","52090","53189","53998","54672","55351","56408","57583","58443","59488","60574","61580","62591","63564","64349","65442","66750","67910","69175","70462","71875","73542","75551","77873","80473","83344","86509","89954","93838","98253","102987",
"Colombie","COL","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","251192","258173","265747","273789","282054","290434","298970","307710","316716","326320","336944","348606","361119","374578","389494","405937","423991","443668","464295","484913","505332","525906","546762","567843","588705","607608","626900","648517","670721","694001","718571","744172","770426","797043","823854","850783","878589","908315","939909","972066","1003886","1035975","1069234","1104633","1142762","1183662","1229499","1280944","1337527","1398250","1461995","1530231","1603857","1681818","1765560","1854448","1945599","2043743","2151325","2265530","2378746","2484026","2598875","2734163","2879725",
"Comores","COM","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","3849","3940","4038","4140","4247","4363","4476","4595","4738","4901","5088","5304","5549","5818","6108","6403","6679","6923","7126","7274","7350","7450","7615","7770","7926","8082","8238","8398","8566","8732","8907","9159","9380","9505","9628","9758","9899","10049","10199","10397","10629","10832","11037","11261","11579","12029","12538","13033","13449","13767","14016","14247","14513","14916","15492","16169","16878","17485","18008","18561","19087","19536","20004","20541","20996",
"Cabo Verde","CPV","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","6107","6259","6431","6653","6891","7144","7415","7708","8021","8347","8602","8779","8950","9110","9259","9382","9470","9536","9573","9575","9590","9630","9656","9679","9700","9729","9773","9827","9902","10000","10160","10393","10659","10949","11260","11581","11917","12261","12593","12910","13243","13630","14048","14457","14836","15158","15405","15578","15665","15650","15598","15620","15738","15932","16215","16590","17045","17560","18092","18612","19115","19625","20260","21038","21871",
"Costa Rica","CRI","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","21484","22317","23212","24178","25176","26187","27220","28285","29366","30491","31694","32987","34386","35891","37523","39308","41240","43270","45371","47511","49666","51828","54022","56299","58724","61289","63974","66827","69917","73250","76803","80608","84626","88785","93026","97366","101812","106357","111049","115893","120856","126013","131438","137085","142958","149074","155464","162150","169127","176430","184121","192295","201003","210339","220266","230710","241446","252414","264008","276208","288883","301467","314211","328523","344221",
"Petits états des Caraïbes","CSS","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","56671","58605","60333","62048","63884","65814","67945","70276","72701","75142","76958","78144","79302","80489","81747","83103","84553","86059","87593","89091","90480","91712","92887","94094","95367","96831","98444","100084","101853","103727","105336","106740","108096","109333","110645","112307","114286","116443","118991","121894","124843","127693","130554","133600","136491","137409","140288","143544","147211","151338","156093","161031","166244","171658","177566","184206","191519","199208","206510","215087","224717","232798","240887","250687","260987",
"Cuba","CUB","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","145265","148883","153027","157866","163637","170337","177962","186679","196304","206437","216950","228772","241695","254786","268237","282051","296181","310406","324428","338250","351913","364356","375823","387506","399044","410058","420499","430591","440395","450008","459682","468964","477555","485735","495752","507849","520155","532902","546420","560685","575648","591896","609415","626956","644981","664360","683506","702404","721686","740548","759379","778942","799979","821383","840383","858471","877065","895858","916265","936566","954574","963147","971919","990325","1011072",
"Curacao","CUW","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","3508","3550","3631","3721","3807","3888","3952","4017","4100","4189","4275","4383","4453","4520","4666","4792","4897","4979","5002","5034","5083","5146","5255","5367","5483","5608","5706","5764","5780","5788","5829","5894","5992","6147","6324","6525","6780","7038","7168","7183","7164","7122","7282","7569","7848","8232","8675","9123","9554","9963","10471","11020","11483","11970","12525","13125","13738","14287","13741","13531","14203","14541","14991","15664","16353",
"Îles Caïmans","CYM","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","367","365","367","374","384","397","411","424","437","447","455","463","478","493","509","531","558","590","624","664","691","705","723","740","757","777","797","825","864","897","915","929","946","968","998","1031","1067","1110","1157","1204","1245","1280","1311","1338","1366","1398","1429","1455","1484","1520","1568","1632","1710","1787","1877","1988","2111","2247","2394","2555","2718","2906","3124","3358","3611",
"Chypre","CYP","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","17664","18292","19383","20628","21831","22920","23894","24795","25730","26783","28002","29391","30905","32017","32703","33488","34260","34864","35331","35696","36015","36333","36718","37208","37741","38288","38880","39532","40235","40996","41826","42707","43631","44586","45543","46518","47544","48643","49803","51002","52257","53555","54779","55984","57303","58752","60379","62212","64236","66409","68721","71243","73957","76747","79542","82331","85101","87808","90436","93005","95750","98633","101278","103927","106904",
"République tchèque","CZE","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","541127","557425","575904","594500","615094","636464","658062","679489","699093","716507","727313","738043","755352","772195","787991","803719","818415","831445","843176","851984","848091","830307","807319","781877","764757","763045","769630","779721","791916","802666","808675","814051","822233","829987","836740","843956","851937","859098","864523","868115","868653","866861","865468","865529","868227","875401","886793","902921","925257","948592","967987","993395","1027251","1058942","1088477","1117393","1146962","1177224","1205544","1233485","1256422","1248821","1266612","1288992","1311087",
"Allemagne","DEU","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","5001216","5169175","5345271","5504669","5665641","5823708","5988485","6161861","6312873","6446026","6572835","6707674","6863020","7020126","7178219","7318374","7435625","7564680","7697905","7809808","7851949","7776292","7631772","7475518","7396094","7451603","7563025","7652214","7718341","7777733","7837288","7893857","7940843","7987895","8038198","8088767","8122851","8134508","8169706","8248773","8360866","8496753","8638742","8792217","8983163","9195306","9418620","9578482","9651983","9699156","9679584","9457596","9490426","9554397","9627568","9724304","9816283","9906955","9991362","10080585","10174335","10301382","10435499","10582922","10778556",
"Djibouti","DJI","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","1127","1184","1250","1325","1411","1503","1600","1704","1811","1935","2077","2231","2405","2599","2824","3101","3429","3807","4215","4613","4968","5271","5526","5768","6044","6388","6817","7323","7869","8567","9557","10484","10490","10386","10680","10880","11221","11624","12053","12484","12924","13392","13895","14400","14904","15430","15992","16594","17229","17920","18674","19472","20318","21217","22157","23074","23923","24733","25550","26405","27273","28125","29083","30189","31349",
"Dominique","DMA","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","2063","2088","2110","2140","2176","2221","2276","2341","2410","2482","2533","2555","2575","2609","2652","2707","2773","2838","2902","2969","3041","3108","3164","3218","3270","3322","3376","3418","3451","3484","3536","3578","3580","3576","3584","3610","3644","3680","3727","3790","3861","3923","3962","3994","4026","4054","4089","4125","4162","4201","4248","4179","4119","3919","3739","3764","4017","4294","4299","4323","4362","4402","4427","4454","4498",
"Danemark","DNK","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","260997","268581","275938","283192","290683","297896","305079","312860","321340","330057","339092","348317","357414","366764","376615","386179","394713","403359","412235","420113","426467","431584","436657","441551","445580","450726","457127","461757","465186","468361","470547","471880","472264","471275","469680","467870","465981","464452","463104","461815","460983","460746","460980","462012","464092","467297","471399","477265","485987","497142","510279","525241","540709","554533","566684","578169","588730","598756","608831","618891","629108","639087","648668","659813","671571",
"République dominicaine","DOM","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","42669","44145","45705","47344","49071","50888","52786","54767","56834","58986","61224","63555","65981","68501","71119","73843","76679","79638","82727","85923","89265","92791","96480","100361","104490","108902","113603","118591","123864","129416","135248","141332","147625","154114","160807","167698","174769","182007","189390","196904","204482","212243","220286","228362","236005","243138","249921","256442","263023","270057","278156","287762","298764","310876","323561","336938","351618","367599","384795","402850","421867","441112","462224","485279","508496",
"Algérie","DZA","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","178509","190965","209933","227243","240639","250266","254767","255622","256494","257263","258010","258909","260141","261693","263476","267659","276205","284516","290712","297678","306164","316667","328522","340528","352478","364620","377194","389650","401569","413487","425259","437688","458531","486820","516303","547912","581015","615593","645542","670238","695192","720047","744664","768971","793034","816800","840039","862653","884622","906147","928032","951595","978260","1009334","1045569","1087028","1133325","1183775","1237651","1294383","1344896","1395927","1458545","1525222","1594535",
"Asie de l’Est et Pacifique (hors revenu élevé)","EAP","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","19065277","18799323","18890551","19174898","19448718","19843072","20421404","21078056","21799307","22575423","23397470","24262178","25096598","25968257","26925062","27876614","28759641","29632775","30632153","31742305","32838008","33909848","35001566","36083992","37182705","38362432","39592031","40825504","42127036","43549739","44988625","46398111","47897929","49585598","51392199","53286457","55238549","57269957","59494390","61783931","64028658","66217147","68320475","70343350","72246051","74142743","76124052","78060631","79882717","81712605","83724450","86070918","88775112","91826378","95308783","99493579","104160363","109368687","114950179","120612816","126551234","132094533","137783238","143397434","147699265",
"de dividende précoce démographique","EAR","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","16116714","16660519","17289251","17961675","18636438","19277196","19886586","20494217","21118276","21777613","22468375","23172929","23932522","24759564","25606769","26473482","27354321","28242757","29141966","30060414","30987447","31944397","32940712","33953944","34990216","36064736","37183459","38350714","39567377","40827552","42149815","43496465","44902898","46355402","47862459","49471459","51183021","52957484","54764067","56607256","58492680","60440550","62458006","64505011","66528319","68519614","70503952","72460170","74427774","76441550","78557203","80835151","83258191","85774059","88532531","91664532","95060038","98698023","102582004","106718668","110763722","114008616","117689031","122438014","127384728",
"Asie de l’Est et Pacifique","EAS","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","23462831","23316197","23534043","23944788","24348194","24890004","25639992","26480580","27378295","28332904","29331906","30445868","31524785","32651451","33870349","35077845","36234997","37398432","38701838","40128242","41536681","42932445","44354555","45750076","47198927","48778528","50403867","52049837","53763847","55618318","57508269","59418001","61435035","63636120","65964466","68386714","70891874","73478201","76260410","79100287","81938102","84757486","87468505","90048696","92516439","95067947","97756479","100383698","102871751","105271288","107742329","110663505","114172232","118083665","122405621","127360972","132734110","138596871","144793882","151039481","157580687","163665777","169830595","176036988","180965017",
"Europe et Asie centrale (hors revenu élevé)","ECA","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","4684496","4814084","4928906","5064820","5225979","5440904","5662377","5850757","6070159","6288750","6476618","6674903","6892402","7100506","7323607","7562686","7819604","8107686","8380832","8644605","8820489","8835089","8814018","8846937","8928066","9013504","9118906","9271494","9507438","9766472","10002275","10229145","10480279","10727714","10975533","11152898","11281563","11419128","11504067","11546696","11662052","11875765","12176125","12506261","12804549","13030612","13199889","13290609","13255547","13154697","13075697","13036012","13136422","13297917","13520781","13833263","14178387","14562233","14962757","15420188","15890301","16285184","16388397","16545041","17054284",
"Europe et Asie centrale","ECS","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","34325184","35292452","36209066","37129652","38152147","39385426","40622416","41815575","43029893","44194848","45337251","46496065","47739287","48967220","50233658","51540387","52823293","54172104","55514404","56732742","57518807","57570888","57235081","56916170","56924572","57408597","58171401","59053081","60112910","61258093","62390854","63565162","64762446","65913969","67108834","68068437","68756960","69483269","70048219","70462714","71017602","71837640","72854964","73974807","75161823","76266200","77183933","77747420","77905943","77972037","78075557","78409563","79519859","80784458","82239781","83804244","85304081","86843268","88444573","90132542","91704152","92994969","94340330","96146127","98431547",
"Équateur","ECU","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","117767","119260","120750","122295","123978","125824","127831","130012","132335","134731","137218","139800","142432","145197","148073","150909","153762","156880","160315","163817","167288","170775","174259","177815","181643","185828","190455","195642","201397","208182","216462","226249","237002","248296","260209","272622","285392","298374","311102","323226","334973","346963","359723","373331","387750","402688","417931","433717","450766","469031","487890","506645","525495","546153","569112","593170","617489","642190","670092","701044","726504","746271","770993","801850","833629",
"Égypte, République arabe d’","EGY","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","565048","588505","611599","634376","657196","680199","703278","726370","749426","772371","794995","817290","839520","861686","883831","905970","927401","948520","970234","992740","1016608","1041843","1068351","1096579","1126324","1157065","1188151","1219512","1251413","1283540","1316801","1350264","1383456","1417824","1453902","1492022","1532412","1575320","1619924","1664247","1705912","1745781","1784849","1820705","1851227","1877027","1900853","1925677","1954672","1991418","2039330","2100657","2174386","2252956","2329636","2410456","2501720","2602590","2712869","2831569","2937252","3010442","3106673","3246612","3393704",
"Zone euro","EMU","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","16340753","16801423","17251687","17642007","18050485","18549776","19037858","19528985","19986713","20405657","20871071","21317368","21789407","22266810","22745847","23236070","23692384","24152938","24638845","25073601","25309551","25283435","25116584","24913202","24840978","25128860","25621535","26116367","26604771","27059243","27514585","27982849","28428244","28862636","29438844","29884709","30176448","30567458","30951442","31353084","31788531","32252429","32733493","33187862","33701476","34267789","34803987","35227800","35576820","35929532","36227872","36423906","36962882","37557581","38172453","38751572","39274559","39781249","40322377","40828805","41331693","41865816","42545407","43349814","44246995",
"Érythrée","ERI","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","15648","15833","16035","16257","16494","16747","16973","17215","17519","17840","18182","18548","18917","19296","19674","20065","20567","21178","21833","22526","23257","24032","24843","25492","25987","26540","27159","28017","29115","30226","31357","30069","28687","29982","31310","33233","35063","36109","37368","38659","39952","41689","43647","45832","48046","49839","51513","53273","55468","57730","59776","61737","63634","65389","66991","68384","69705","71253","73075","75018","76939","78761","80623","82905","85620",
"Espagne","ESP","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","1465786","1510654","1547436","1574530","1598482","1647742","1704437","1752725","1808102","1855544","1911713","1969458","2020980","2074580","2117256","2167347","2227444","2286002","2346946","2407990","2470333","2528256","2582751","2635147","2687299","2745403","2809597","2882413","2958700","3033979","3109651","3184086","3259061","3336638","3416937","3501638","3585776","3668813","3752633","3827590","3898230","3983486","4062965","4107786","4129550","4177125","4238286","4284578","4348650","4426218","4509472","4591414","4664248","4744740","4830294","4895922","4953793","5019044","5089528","5167866","5237621","5310650","5445662","5630183","5813671",
"Estonie","EST","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","90539","92068","93422","95166","97607","100311","102625","104476","106682","108791","110789","113153","115569","117669","119723","121763","123349","124837","126045","126846","127173","126397","124786","123520","122497","121301","121323","122471","123807","125488","127142","128521","129563","130442","131316","132253","133556","135180","136160","138186","140837","142400","144622","147007","149273","151344","153597","155471","155776","155495","155263","155876","157646","159683","162011","164533","166750","168945","170765","172721","175029","176768","180524","185335","188244",
"Éthiopie","ETH","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","374810","382271","389619","397159","405730","415529","425528","436840","450151","463668","477063","490337","502981","515272","526826","537316","549316","558939","567200","574478","576807","590782","613190","626447","635600","646245","658256","675583","698191","719855","739748","763785","787530","806721","826465","843982","860871","881336","904236","927392","952610","980576","1010044","1041860","1076224","1113089","1152336","1194580","1240864","1291894","1347908","1408542","1472913","1537896","1602763","1663766","1722931","1787632","1857125","1931458","2009744","2086208","2166984","2261318","2366948",
"Union européenne","EUU","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","20282504","20872648","21457712","21990238","22550405","23212137","23873702","24538022","25159963","25731827","26340840","26935361","27578914","28231969","28888517","29561217","30189013","30824152","31465741","32032539","32344943","32305132","32072889","31775406","31681212","32043558","32641914","33265420","33891556","34467239","35043006","35624337","36174283","36729633","37432247","38010842","38427799","38932873","39426063","39931013","40438950","40971738","41513058","42049874","42649124","43297975","43911015","44393980","44806946","45257356","45639663","45960481","46671319","47441167","48261888","49058934","49795981","50513315","51261873","51983855","52653226","53276285","54099455","55085978","56169649",
"Fragile et les situations de conflit touchées","FCS","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","5669366","5826028","5970670","6124137","6289763","6497493","6709692","6897991","7119496","7344806","7549884","7769430","8012751","8253137","8507450","8772750","9047614","9344457","9640372","9902759","10098897","10230997","10357402","10530255","10735083","10923305","11117971","11351311","11640401","11931820","12204168","12456760","12727325","13015447","13334179","13577938","13759215","13970474","14147062","14283712","14458783","14713426","15058179","15445776","15817031","16151947","16465617","16774627","17022019","17275101","17556143","17854896","18254934","18680588","19143957","19679256","20237308","20841562","21467856","22120554","22787531","23400220","23747444","24197059","25018923",
"Finlande","FIN","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","202909","207785","212125","217462","224029","230011","236011","242719","249162","256434","264701","273219","282901","293356","304202","315336","326175","337260","347815","357275","365792","372781","379727","386830","391396","396737","404704","411876","418705","425074","430812","436532","441889","446652","452142","458275","463285","467184","470054","472724","476108","479846","483901","488914","495993","502233","510862","518518","523127","530815","542090","558491","577051","595577","613089","628884","642888","656510","669919","682878","695666","707469","719805","734233","748206",
"Fidji","FJI","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","5194","5200","5240","5305","5392","5494","5600","5740","5921","6106","6296","6506","6724","6922","7117","7356","7624","7919","8253","8597","8944","9288","9607","9940","10297","10648","11001","11287","11495","11696","11871","12027","12195","12387","12602","12839","13121","13558","14132","14759","15406","16051","16685","17318","17992","18707","19463","20248","21013","21751","22550","23463","24378","25257","26160","26982","27727","28554","29433","30306","31222","31964","32660","33544","34468",
"France","FRA","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","3437837","3505621","3578349","3639333","3707650","3781925","3858612","3940644","4011244","4070704","4132112","4195969","4257437","4318782","4380153","4443405","4500167","4560526","4628283","4690972","4704396","4646817","4562036","4498259","4454509","4487964","4581481","4673740","4764554","4851885","4941887","5036319","5127465","5215248","5304525","5398498","5489659","5575019","5652695","5728676","5807242","5883290","5954594","6014701","6083219","6151196","6189191","6224078","6277581","6338207","6401558","6516668","6684740","6861553","7042732","7221913","7386194","7536323","7687655","7839802","7982409","8118735","8278591","8435352","8597201",
"Îles Féroé","FRO","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","1439","1479","1516","1552","1588","1623","1654","1683","1708","1731","1757","1791","1830","1869","1907","1943","1987","2043","2113","2191","2277","2367","2453","2537","2624","2724","2799","2877","2967","3038","3084","3162","3270","3333","3306","3289","3306","3363","3405","3423","3440","3466","3486","3508","3499","3503","3540","3587","3670","3761","3845","3937","3987","4055","4167","4282","4373","4474","4565","4657","4769","4869","4919","4950","4987",
"Micronésie, États fédérés de","FSM","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","796","825","854","878","899","920","942","964","988","1014","1041","1067","1093","1121","1148","1172","1193","1215","1245","1281","1313","1346","1379","1410","1447","1488","1530","1570","1606","1637","1670","1701","1797","1960","2098","2134","2091","2045","2006","1975","1992","2063","2134","2178","2194","2185","2156","2126","2097","2069","2067","2104","2164","2241","2343","2461","2580","2707","2854","3016","3198","3393","3578","3754","3936",
"Gabon","GAB","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","22747","23078","23407","23732","24053","24369","24686","25002","25318","25645","25979","26305","26630","26953","27276","27612","27960","28307","28659","29016","29377","29741","30094","30428","30746","31063","31383","31696","32004","32304","32595","32881","33163","33441","33718","33993","34266","34547","34835","35129","35436","35760","36111","36488","36868","37250","37650","38083","38568","39125","39770","40507","41330","42178","43059","44060","45148","46257","47406","48617","49846","51089","52454","54008","55718",
"Royaume-Uni","GBR","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","3764428","3825574","3882828","3948553","4028050","4112199","4190107","4267920","4345380","4421116","4501378","4583787","4658138","4725250","4792253","4855648","4910446","4964755","5024406","5081890","5130250","5156353","5152360","5128134","5132788","5193841","5264012","5315552","5379221","5431203","5453701","5473565","5485441","5487719","5490752","5495988","5493764","5483664","5468704","5452950","5446439","5451245","5458533","5463310","5474140","5486311","5496183","5526706","5581039","5654337","5736837","5845470","5992244","6127779","6240762","6332825","6421615","6505912","6597480","6700599","6764042","6827492","6966203","7169758","7343245",
"Géorgie","GEO","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","161655","162148","162936","164270","166352","169307","173786","179299","184855","190904","196915","202401","207678","213540","220432","227693","235214","242611","250181","258069","264196","267733","269701","271047","272456","274162","275751","277030","279699","280925","284549","294097","305124","318339","324896","323170","321050","319206","318667","318657","319286","322657","329302","337527","345271","351738","356233","355487","349650","338276","328517","322831","321613","325083","329882","334267","338565","342655","347168","351963","357608","359588","362892","368985","374977",
"Ghana","GHA","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","96494","101100","109862","117938","125274","131503","136833","141596","145991","149662","150936","147260","142354","140355","139535","139537","139634","143228","151341","160605","163577","160460","162602","170903","177389","180871","185070","189632","194458","199941","206599","214332","223011","232531","242771","254081","266651","280348","295168","310933","327034","343491","360471","377625","394481","410710","426786","442652","457073","469596","481182","492301","502951","514109","526436","540262","555098","569958","584966","600697","617405","635106","655539","679394","705108",
"Gibraltar","GIB","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","1191","1205","1216","1240","1267","1305","1348","1376","1391","1413","1443","1473","1507","1541","1583","1622","1666","1712","1750","1779","1801","1819","1849","1893","1934","1978","2026","2068","2106","2144","2170","2195","2227","2256","2295","2336","2357","2375","2406","2448","2482","2506","2536","2566","2601","2637","2647","2635","2626","2639","2722","2818","2882","2955","3033","3112","3174","3221","3267","3314","3369","3422","3497","3602","3713",
"Guinée","GIN","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","78781","79264","79853","80552","81386","82364","83492","84806","86299","87911","89618","91412","93284","95219","97266","99501","101917","104513","107268","110144","113124","116211","119386","122627","125952","129365","132838","136331","139803","143221","147850","153328","157634","161708","165747","169450","173193","176357","179408","182627","185604","188153","190876","194007","196972","199734","202727","206098","209648","213360","216974","220586","224624","229094","233629","238440","243740","249262","255013","261055","267082","272990","279659","287204","295016",
"Gambie","GMB","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","5847","6012","6184","6363","6547","6736","6932","7137","7352","7574","7806","8049","8301","8563","9048","9770","10537","11360","12227","13116","14002","14857","15680","16554","17161","17470","17856","18327","18878","19478","20104","20752","21336","21564","21506","21466","21464","21505","21591","21710","21853","22023","22216","22453","22761","23147","23620","24188","24859","25631","26495","27431","28379","29238","29956","30776","31851","33103","34532","36153","37955","39876","42003","44481","47207",
"Guinée-Bissau","GNB","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","12887","13111","13323","13542","13626","13606","13613","13670","13772","13853","13987","14169","14399","14736","15237","15833","16315","16652","16811","16825","17201","17973","18726","19471","20195","20891","21571","22234","22899","23560","24222","24452","24336","24356","24360","24258","24085","23880","23702","23570","23473","23418","23392","23393","23420","23472","23567","23726","23948","24259","24677","25207","25874","26691","27668","28811","30110","31547","33095","34734","36311","37824","39515","41340","43139",
"Guinée équatoriale","GNQ","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","8526","8670","8808","8941","9071","9202","9332","9461","9597","9629","9492","9272","9026","8765","8495","8231","7964","7776","7716","7738","7911","8267","8740","9162","9470","9744","9987","10206","10406","10594","10781","10966","11156","11344","11530","11719","11922","12138","12366","12604","13253","14414","15779","17363","19186","20420","20955","21516","22071","22596","23082","23511","23915","24373","25028","25910","26950","28133","29412","30731","31943","33068","34241","35472","36790",
"Grèce","GRC","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","351695","367622","378756","378070","377121","420517","434978","449953","464765","482461","526686","532628","551173","569373","587184","606720","628253","649225","672355","680744","675636","681392","692051","701240","707333","715174","725200","735376","746276","759080","785774","820123","847956","874198","900347","924658","947881","970167","992617","1012621","1032541","1052700","1073495","1095137","1115496","1133762","1148277","1158728","1168833","1183070","1202032","1222519","1240661","1257602","1274945","1290232","1304027","1316571","1328099","1340385","1353127","1364549","1372255","1384293","1412070",
"Grenade","GRD","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","2392","2383","2377","2368","2345","2310","2273","2243","2223","2214","2216","2276","2402","2531","2665","2809","2959","3111","3271","3440","3617","3757","3836","3891","3946","4008","4065","4118","4174","4229","4285","4346","4412","4488","4571","4660","4756","4859","4970","5086","5203","5308","5402","5493","5579","5663","5737","5799","5853","5907","5971","6039","6108","6191","6282","6377","6483","6594","6717","6862","7018","7180","7374","7608","7851",
"Groenland","GRL","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","389","412","436","458","473","493","520","555","592","629","666","704","755","803","848","886","922","943","963","991","1019","1049","1070","1086","1096","1107","1115","1127","1142","1159","1188","1222","1260","1296","1339","1384","1421","1452","1482","1502","1526","1554","1571","1591","1617","1662","1720","1776","1827","1875","1920","1965","1992","1997","1994","2013","2067","2121","2167","2225","2291","2379","2473","2616","2787",
"Guatemala","GTM","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","42150","43860","45656","47430","49231","51209","53314","55406","57408","59288","61262","63636","66436","69542","72985","76717","80186","83877","88170","92412","96330","99990","104389","109556","114565","119709","125700","132620","140149","148146","156366","165228","174527","183861","192112","199055","206265","213907","221487","228488","234832","240587","245935","251098","256330","261794","267649","274151","281281","288927","297073","305889","315659","326690","338677","351007","363949","377994","392860","408511","424186","437327","451933","471057","491554",
"Guam","GUM","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","595","605","613","622","636","657","682","712","746","783","822","866","914","968","1030","1101","1178","1266","1363","1475","1582","1668","1762","1860","1954","2056","2162","2275","2406","2558","2723","2883","3034","3176","3314","3460","3616","3787","3967","4157","4360","4572","4780","4975","5154","5300","5409","5492","5569","5666","5844","6120","6447","6792","7146","7505","7863","8226","8591","8953","9380","9870","10366","10883","11406",
"Guyana","GUY","Population âgée de plus de 65 ans, femmes","SP.POP.65UP.FE.IN","11538","12127","12281","12455","12651","12868","13101","13345","13586","13815","14058","14228","14303","14383","14484","14614","14775","14959","15149","15320","15454","15521","15523","15493","15458","15449","15488","15582","15708","15829","15891","15944","15993","15968","15900","15810","15740","15731","15795","15911","16050","16202","16340","16539","16820","17089","17359","17675","18043","18463","18949","19505","20113","20779","21530","22358","23244","24196","25262","26392","27486","28341","29374","30843","32312",
