indicatorId,geoUnit,year,type,subtype,value
ILLPOP.AG15T99,ERI,2018,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,ESP,2004,Data Status,Data reporting,"Literacy definition: A person considered illiterate is one who is aged 16 years or older and is not able to read and write, or can read but not write in any language, or is able to read and write one or several phrases from memory, or can read and write only numbers."
ILLPOP.AG15T99,ESP,2004,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2005,Data Status,Data reporting,"Literacy definition: A person considered illiterate is one who is aged 16 years or older and is not able to read and write, or can read but not write in any language, or is able to read and write one or several phrases from memory, or can read and write only numbers."
ILLPOP.AG15T99,ESP,2005,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2006,Data Status,Data reporting,"Literacy definition: A person considered illiterate is one who is aged 16 years or older and is not able to read and write, or can read but not write in any language, or is able to read and write one or several phrases from memory, or can read and write only numbers."
ILLPOP.AG15T99,ESP,2006,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2007,Data Status,Data reporting,"Literacy definition: A person considered illiterate is one who is aged 16 years or older and is not able to read and write, or can read but not write in any language, or is able to read and write one or several phrases from memory, or can read and write only numbers."
ILLPOP.AG15T99,ESP,2007,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2008,Data Status,Data reporting,"Literacy definition: The illiterate population is considered to include the following: any person aged 16 years and older who, in any language, is unable to read and write; or is able to read but unable to write; or is able to read and write one or more phrases from memory; or is able to read and write only numbers."
ILLPOP.AG15T99,ESP,2008,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2009,Data Status,Data reporting,"Literacy definition: The illiterate population is considered to include the following: any person aged 16 years and older who, in any language, is unable to read and write; or is able to read but unable to write; or is able to read and write one or more phrases from memory; or is able to read and write only numbers."
ILLPOP.AG15T99,ESP,2009,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2010,Data Status,Data reporting,Literacy definition: Can you read and write? This question will be answered only by those who have no school experience.
ILLPOP.AG15T99,ESP,2010,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2011,Data Status,Data reporting,Literacy definition: Can you read and write? This question will be answered only by those who have no school experience.
ILLPOP.AG15T99,ESP,2011,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2012,Data Status,Data reporting,Literacy definition: Can you read and write? This question will be answered only by those who have no school experience.
ILLPOP.AG15T99,ESP,2012,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2013,Data Status,Data reporting,Literacy definition: Can you read and write? This question will be answered only by those who have no school experience.
ILLPOP.AG15T99,ESP,2013,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2014,Data Status,Data reporting,Literacy definition: Can you read and write? This question will be answered only by those who have no school experience.
ILLPOP.AG15T99,ESP,2014,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2015,Data Status,Data reporting,Literacy definition: Can you read and write? This question will be answered only by those who have no school experience.
ILLPOP.AG15T99,ESP,2015,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2016,Data Status,Data reporting,Literacy definition: Can you read and write? This question will be answered only by those who have no school experience.
ILLPOP.AG15T99,ESP,2016,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2018,Data Status,Data reporting,"Literacy definition: Do you know how to read and write?  1. Yes, s/he knows how to read and write;  2. No, s/he does not know how to read or write or does not know how to do either.  This question will be answered exclusively by those who have declared not to have studies."
ILLPOP.AG15T99,ESP,2018,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2020,Data Status,Data reporting,"Literacy definition: Do you know how to read and write?  1. Yes, s/he knows how to read and write;  2. No, s/he does not know how to read or write or does not know how to do either.  This question will be answered exclusively by those who have declared not to have studies."
ILLPOP.AG15T99,ESP,2020,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,ESP,2021,Data Status,Data reporting,"Literacy definition: Illiterate persons are considered to be persons aged 16 and over who, taking into account any language of the world, meet comply with:   - are not able to read or write;   - are able to read but not to write;   - are able to read and write only one or several sentences that they remember by heart;   - are able to read and write only numbers or their own name."
ILLPOP.AG15T99,ESP,2021,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,EST,2000,Data Status,Data reporting,"Literacy definition: Illiterate persons are those who have not completed the level corresponding to primary education and who could not, with understanding, both read and write a simple text on their everyday life in at least one language."
ILLPOP.AG15T99,EST,2000,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,EST,2011,Data Status,Data reporting,Literacy definition: Self-declaration about persons aged 15+ without primary education: Are you/ is he/she ... (1) literate? (2) illiterate?
ILLPOP.AG15T99,EST,2011,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,EST,2021,Data Status,Data reporting,Literacy definition: 2011 population census: Self-declaration about persons aged 15+ without primary education: Are you/ is he/she ... (1) literate? (2) illiterate?
ILLPOP.AG15T99,EST,2021,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,ETH,1994,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,ETH,1994,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,ETH,2004,Data Status,Data reporting,Literacy definition: Based on the results of a reading and writing test.
ILLPOP.AG15T99,ETH,2004,Source,Data sources,Source: Welfare Monitoring Survey
ILLPOP.AG15T99,ETH,2005,Data Status,Data reporting,Literacy definition: Ability to read and write. Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,ETH,2005,Source,Data sources,Source: UIS estimates: DHS/GALP
ILLPOP.AG15T99,ETH,2007,Data Status,Data reporting,Literacy definition: Can you read and write a simple sentence in any language?
ILLPOP.AG15T99,ETH,2007,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,ETH,2017,Data Status,Data reporting,Literacy definition: 2007 population census:  Can you read and write a simple sentence in any language?
ILLPOP.AG15T99,ETH,2017,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,GAB,1993,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,GAB,1993,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,GAB,2012,Data Status,Data reporting,Literacy definition: UIS estimate based on 2012 Demographic and Health Survey data with assessment of reading skills of male population 15-59 years and female population 15-49 years. Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,GAB,2012,Source,Data sources,Source: UIS estimates: DHS/GALP
ILLPOP.AG15T99,GAB,2022,Data Status,Data reporting,Literacy definition: UIS estimate based on 2012 Demographic and Health Survey data with assessment of reading skills of male population 15-59 years and female population 15-49 years.
ILLPOP.AG15T99,GAB,2022,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,GEO,2002,Data Status,Data reporting,Literacy definition: Illiterate is a person who does not know reading and writing. Cann't read and write-is a note for 6 years-old or elder
ILLPOP.AG15T99,GEO,2002,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,GEO,2014,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write.
ILLPOP.AG15T99,GEO,2014,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,GEO,2017,Data Status,Data reporting,Literacy definition: A literate person has primary education or is a person who can read and write.
ILLPOP.AG15T99,GEO,2017,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,GEO,2022,Data Status,Data reporting,Literacy definition: A literate person has primary education or is a person who can read and write.
ILLPOP.AG15T99,GEO,2022,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,GEO,2024,Data Status,Data reporting,Literacy definition: A literate person has primary education or is a person who can read and write.
ILLPOP.AG15T99,GEO,2024,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,GHA,2000,Data Status,Data reporting,Literacy definition: Literacy is the ability to read and write any language with understanding. The languages in the question are English and Ghanaian languages.
ILLPOP.AG15T99,GHA,2000,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,GHA,2010,Data Status,Data reporting,"Literacy definition: In what language can (NAME) read and write? 1. None (not literate) 2. English only 3. Ghanaian language only 4. English and Ghanaian language 5. English and French 6. English, French and Ghanaian language 7. Other (specify)."
ILLPOP.AG15T99,GHA,2010,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,GHA,2020,Data Status,Data reporting,"Literacy definition: 2010 Population census: In what language can (NAME) read and write? 1. None (not literate) 2. English only 3. Ghanaian language only 4. English and Ghanaian language 5. English and French 6. English, French and Ghanaian language 7. Other (specify)."
ILLPOP.AG15T99,GHA,2020,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,GIN,1996,Data Status,Data reporting,"Literacy definition: Literacy is the ability of an individual or the adult population to read and write. In the 1996 Census, all persons aged 6 years and older were asked the question: - Can you read and write? in order to differentiate literate or illiterate persons. Persons who can read but are unable to write are thus excluded from the population considered literate. A person who can read and write at least one of four reference languages (national languages, French, English, Arabic) or any other language is considered literate. By contrast, anyone who can neither read nor write in any language is considered illiterate. With the collected data, the population aged 10 years and older can be classified into two categories: literate and illiterate."
ILLPOP.AG15T99,GIN,1996,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,GIN,2003,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read easily or with difficulty a letter or a newspaper
ILLPOP.AG15T99,GIN,2003,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
ILLPOP.AG15T99,GIN,2010,Data Status,Data reporting,"Literacy definition: Literacy is the action of teaching an individual to read and write. To identify literates or illiterates, persons of age 10 and over have been asked the following question: Can you read and write? Therefore, literate persons are those who can both read and write in at least one of the four languages of reference i.e. national languages, French, English and Arabic. However, any person who can neither read nor write in any of these languages is considered illiterate. The data collected on the literacy of the population aged 10 and over are used to classify people into two categories: the literates and the illiterates."
ILLPOP.AG15T99,GIN,2010,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,GIN,2014,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write.
ILLPOP.AG15T99,GIN,2014,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,GIN,2018,Data Status,Data reporting,Literacy definition: Can (NAME) read a short text in the following languages:Can (NAME) write a short text in the following languages?
ILLPOP.AG15T99,GIN,2018,Source,Data sources,Source: Harmonized Survey on Household Living Conditions (EHCVM)
ILLPOP.AG15T99,GIN,2024,Data Status,Data reporting,Literacy definition: 2018 Harmonized Survey on Household Living Conditions (EHCVM):Can (NAME) read a short text in the following languages:Can (NAME) write a short text in the following languages?
ILLPOP.AG15T99,GIN,2024,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,GLP,1992,Data Status,Data reporting,"Literacy definition: 1982 Population Census: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,GLP,1992,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,GMB,2000,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read easily or with difficulty a letter or a newspaper.
ILLPOP.AG15T99,GMB,2000,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
ILLPOP.AG15T99,GMB,2013,Data Status,Data reporting,Literacy definition: UIS estimate based on 2013 Demographic and Health Survey data with assessment of reading skills of male population 15-59 years and female population 15-49 years.  Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,GMB,2013,Source,Data sources,Source: UIS estimates: DHS/GALP
ILLPOP.AG15T99,GMB,2015,Data Status,Data reporting,Literacy definition: Can you read and write a simple sentence in any language?
ILLPOP.AG15T99,GMB,2015,Source,Data sources,Source: Integrated Household Survey
ILLPOP.AG15T99,GMB,2024,Data Status,Data reporting,Literacy definition: 2015 Intgrated Household Survey:  Can you read and write a simple sentence in any language?
ILLPOP.AG15T99,GMB,2024,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,GNB,2000,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read easily or with difficulty a letter or a newspaper.
ILLPOP.AG15T99,GNB,2000,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
ILLPOP.AG15T99,GNB,2014,Data Status,Data reporting,Literacy definition: UIS estimate based on 2014 Multiple Indicator Cluster Survey data with assessment of reading skills of male and female population 15-49 years. Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,GNB,2014,Source,Data sources,Source: UIS estimates: MICS/GALP
ILLPOP.AG15T99,GNB,2024,Data Status,Data reporting,Literacy definition: UIS estimate based on 2014 Multiple Indicator Cluster Survey data with assessment of reading skills of male and female population 15-49 years.
ILLPOP.AG15T99,GNB,2024,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,GNQ,2000,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read a letter or a newspaper easily or with difficulty.
ILLPOP.AG15T99,GNQ,2000,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
ILLPOP.AG15T99,GNQ,2010,Data Status,Data reporting,Literacy definition: 2000 UNICEF MICS2: Literacy is defined as the ability to read a letter or a newspaper easily or with difficulty.
ILLPOP.AG15T99,GNQ,2010,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,GRC,2001,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to both read and write.
ILLPOP.AG15T99,GRC,2001,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,GRC,2009,Data Status,Data reporting,Literacy definition: Self-assessment
ILLPOP.AG15T99,GRC,2009,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,GTM,1994,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,GTM,1994,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,GTM,2002,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write in a specific language. Defined for persons who are 7 years and older.
ILLPOP.AG15T99,GTM,2002,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,GTM,2012,Data Status,Data reporting,Literacy definition: The question used to evaluate literacy is : Can you read and write?
ILLPOP.AG15T99,GTM,2012,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,GTM,2013,Data Status,Data reporting,Literacy definition: The literate is a person who can read and write.
ILLPOP.AG15T99,GTM,2013,Source,Data sources,Source: Survey
ILLPOP.AG15T99,GTM,2014,Data Status,Data reporting,Literacy definition: The literate is a person who can read and write.
ILLPOP.AG15T99,GTM,2014,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,GTM,2018,Data Status,Data reporting,Literacy definition: The literate is a person who can read and write.
ILLPOP.AG15T99,GTM,2018,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,GUM,1990,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,GUM,1990,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,GUM,2000,Data Status,Data reporting,"Literacy definition: 1990 Population Census: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,GUM,2000,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,GUY,2009,Data Status,Data reporting,Literacy definition: UIS estimate based on 2009 Demographic and Health Survey data with assessment of reading skills of male and female population 15-49 years.   Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,GUY,2009,Source,Data sources,Source: UIS estimates: DHS/GALP
ILLPOP.AG15T99,GUY,2014,Data Status,Data reporting,Literacy definition: UIS estimate based on 2014  Multiple Indicator Cluster Survey data with assessment of reading skills of male and female population 15-49 years. Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,GUY,2014,Source,Data sources,Source: UIS estimates: MICS/GALP
ILLPOP.AG15T99,GUY,2024,Data Status,Data reporting,Literacy definition: UIS estimate based on 2014  Multiple Indicator Cluster Survey data with assessment of reading skills of male and female population 15-49 years.
ILLPOP.AG15T99,GUY,2024,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,HND,2001,Data Status,Data reporting,Literacy definition: Literate refers to those who can read and write.
ILLPOP.AG15T99,HND,2001,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,HND,2007,Data Status,Data reporting,Literacy definition: A literate is a person who reported that they know how to read and write.
ILLPOP.AG15T99,HND,2007,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,HND,2010,Data Status,Data reporting,Literacy definition: Literate refers to those who can read and write.
ILLPOP.AG15T99,HND,2010,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,HND,2011,Data Status,Data reporting,Literacy definition: Literate refers to those who can read and write.
ILLPOP.AG15T99,HND,2011,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,HND,2012,Data Status,Data reporting,Literacy definition: Literate refers to those who can read and write.
ILLPOP.AG15T99,HND,2012,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,HND,2013,Data Status,Data reporting,Literacy definition: Literate refers to those who can read and write.
ILLPOP.AG15T99,HND,2013,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,HND,2014,Data Status,Data reporting,Literacy definition: Literate refers to those who can read and write.
ILLPOP.AG15T99,HND,2014,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,HND,2015,Data Status,Data reporting,Literacy definition: Literate refers to those who can read and write.
ILLPOP.AG15T99,HND,2015,Source,Data sources,Source: Household Survey
ILLPOP.AG15T99,HND,2016,Data Status,Data reporting,Literacy definition: Literate refers to those who can read and write.
ILLPOP.AG15T99,HND,2016,Source,Data sources,Source: Household Survey
ILLPOP.AG15T99,HND,2018,Data Status,Data reporting,Literacy definition: Literate refers to those who can read and write.
ILLPOP.AG15T99,HND,2018,Source,Data sources,Source: Household Survey
ILLPOP.AG15T99,HND,2019,Data Status,Data reporting,Literacy definition: Literate refers to those who can read and write.
ILLPOP.AG15T99,HND,2019,Source,Data sources,Source: Household Survey
ILLPOP.AG15T99,HRV,2001,Data Status,Data reporting,"Literacy definition: A literate person is someone who can read and write a simple statement on his or her everyday life, i.e. someone who can read and write a letter in any language or alphabet."
ILLPOP.AG15T99,HRV,2001,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,HRV,2021,Data Status,Data reporting,"Literacy definition: 2011 population census: Only persons with no schooling are asked to respond to the question on literacy (yes or no). In the 2011 Census, a literate person is a person able to read and write a short, simple essay about their everyday life with comprehension, regardless of the language or script the person is able to read or write."
ILLPOP.AG15T99,HRV,2021,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,HTI,2003,Data Status,Data reporting,Literacy definition: 1. Do you (Does he or she) know read and write?  2. What is the highest educational level attained?
ILLPOP.AG15T99,HTI,2003,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,HTI,2006,Data Status,Data reporting,Literacy definition: UIS estimate based on 2005-06 Demographic and Health Survey data with assessment of reading skills of male population 15-59 years and female population 15-49 years. Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,HTI,2006,Source,Data sources,Source: UIS estimates: DHS/GALP
ILLPOP.AG15T99,HTI,2016,Data Status,Data reporting,Literacy definition: UIS estimate based on 2005-06 Demographic and Health Survey data with assessment of reading skills of male population 15-59 years and female population 15-49 years.
ILLPOP.AG15T99,HTI,2016,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,IDN,1990,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,IDN,1990,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,IDN,2004,Data Status,Data reporting,Literacy definition: Literate persons are those who can read and write at least a simple sentence in Bahasa Indonesia.
ILLPOP.AG15T99,IDN,2004,Source,Data sources,Source: Socioeconomic Survey
ILLPOP.AG15T99,IDN,2006,Data Status,Data reporting,Literacy definition: Literate persons are those who are able to read the Latin alphabet and other common letters.
ILLPOP.AG15T99,IDN,2006,Source,Data sources,Source: Survey
ILLPOP.AG15T99,IDN,2008,Data Status,Data reporting,Literacy definition: Literacy is the ability to read and write at least a short simple sentence.
ILLPOP.AG15T99,IDN,2008,Source,Data sources,Source: Socioeconomic Survey
ILLPOP.AG15T99,IDN,2009,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read and write.
ILLPOP.AG15T99,IDN,2009,Source,Data sources,Source: Socioeconomic Survey
ILLPOP.AG15T99,IDN,2010,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read and write.
ILLPOP.AG15T99,IDN,2010,Source,Data sources,Source: IPUMS data
ILLPOP.AG15T99,IDN,2011,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read and write.
ILLPOP.AG15T99,IDN,2011,Source,Data sources,Source: Socioeconomic Survey
ILLPOP.AG15T99,IDN,2014,Data Status,Data reporting,"Literacy definition: Can you read and write (fill code 1 if Yes, code 2 if No): a. Latin, b. Arabic, c. other alphabet?"
ILLPOP.AG15T99,IDN,2014,Source,Data sources,Source: Socioeconomic Survey
ILLPOP.AG15T99,IDN,2015,Data Status,Data reporting,"Literacy definition: Can you read and write (fill code 1 if Yes, code 2 if No): a. Latin, b. Arabic, c. other alphabet?"
ILLPOP.AG15T99,IDN,2015,Source,Data sources,Source: Socioeconomic Survey
ILLPOP.AG15T99,IDN,2016,Data Status,Data reporting,"Literacy definition: Can you read and write (fill code 1 if Yes, code 2 if No): a. Latin, b. Arabic, c. other alphabet?"
ILLPOP.AG15T99,IDN,2016,Source,Data sources,Source: Socioeconomic Survey
ILLPOP.AG15T99,IDN,2018,Data Status,Data reporting,"Literacy definition: Can you read and write (fill code 1 if Yes, code 2 if No): a. Latin, b. Arabic, c. other alphabet?"
ILLPOP.AG15T99,IDN,2018,Source,Data sources,Source: Socioeconomic Survey
ILLPOP.AG15T99,IDN,2020,Data Status,Data reporting,Literacy definition: Can you read and write simple sentences on daily language use? a. Latin/alphabet    b. Arabic     c. Other
ILLPOP.AG15T99,IDN,2020,Source,Data sources,Source: Socioeconomic Survey
ILLPOP.AG15T99,IND,2001,Data Status,Data reporting,Literacy definition: Literate persons are those aged 7 and above who can both read and write with understanding in any language.
ILLPOP.AG15T99,IND,2001,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,IND,2006,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read and write.
ILLPOP.AG15T99,IND,2006,Source,Data sources,Source: Demographic and Health Survey (DHS)
ILLPOP.AG15T99,IND,2011,Data Status,Data reporting,Literacy definition: Literate persons are those aged 7 and above who can both read and write with understanding in any language.
ILLPOP.AG15T99,IND,2011,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,IND,2022,Data Status,Data reporting,Literacy definition: A person who can both read and write a simple message in at least one language with understanding was considered literate
ILLPOP.AG15T99,IND,2022,Source,Data sources,Source: PFLS 2021-2022
ILLPOP.AG15T99,IND,2023,Data Status,Data reporting,"Literacy definition: A person who can both read and write a simple message with understanding in at least one language is to be considered literate. Those who are not able to do so, are to be considered not literate."
ILLPOP.AG15T99,IND,2023,Source,Data sources,Source: Comprehensive Annual Modular Survey (CAMS) 79th Round
ILLPOP.AG15T99,IRN,1991,Data Status,Data reporting,Literacy definition: ...
ILLPOP.AG15T99,IRN,1991,Source,Data sources,Source: Multi-Round Population Survey
ILLPOP.AG15T99,IRN,1996,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can, with understanding, both read and write a short, simple statement on his everyday life."
ILLPOP.AG15T99,IRN,1996,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,IRN,2002,Data Status,Data reporting,Literacy definition: Literate is an individual who can read and write a simple sentences in Farsi or any other language.
ILLPOP.AG15T99,IRN,2002,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,IRN,2005,Data Status,Data reporting,"Literacy definition: Literate persons are those who can read and write a text in Farsi (Persian) or in any other language, whether or not they had an educational certificate, and all students including those in the first year of elementary school or in a literacy campaign."
ILLPOP.AG15T99,IRN,2005,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,IRN,2006,Data Status,Data reporting,"Literacy definition: Literate persons are those who can read and write a simple text in Farsi or any other language, whether or not they had an educational certificate."
ILLPOP.AG15T99,IRN,2006,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,IRN,2008,Data Status,Data reporting,"Literacy definition: Literate persons are those who can read and write a simple text in Farsi or any other language, whether or not they have an educational certificate. All students including those in the first year of primary school or in literacy classes are considered literate."
ILLPOP.AG15T99,IRN,2008,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,IRN,2011,Data Status,Data reporting,Literacy definition: Literate is an individual who can read and write simple Farsi text whether or not he has an official certificate of education. Illiterate is an individual who is not literate. An individual who can read but is not able to write is considered illiterate.
ILLPOP.AG15T99,IRN,2011,Source,Data sources,Source: IPUMS data
ILLPOP.AG15T99,IRN,2012,Data Status,Data reporting,Literacy definition: Can you read and write a simple text in Persian (Farsi) or another language?
ILLPOP.AG15T99,IRN,2012,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,IRN,2013,Data Status,Data reporting,Literacy definition: Can you read and write a simple text in Persian (Farsi) or another language?
ILLPOP.AG15T99,IRN,2013,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,IRN,2014,Data Status,Data reporting,Literacy definition: Can you read and write a simple Persian (Farsi) or other languages text?
ILLPOP.AG15T99,IRN,2014,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,IRN,2016,Data Status,Data reporting,Literacy definition: Can you read and write a simple text in Persian (Farsi) or another language?
ILLPOP.AG15T99,IRN,2016,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,IRN,2024,Data Status,Data reporting,Literacy definition: 2016 Labour Force Survey: Can you read and write a simple text in Persian (Farsi) or another language?
ILLPOP.AG15T99,IRN,2024,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,IRQ,2000,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read easily or with difficulty a letter or a newspaper.
ILLPOP.AG15T99,IRQ,2000,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
ILLPOP.AG15T99,IRQ,2012,Data Status,Data reporting,Literacy definition: ...
ILLPOP.AG15T99,IRQ,2012,Source,Data sources,Source: Social and Economic Survey of the Family
ILLPOP.AG15T99,IRQ,2014,Data Status,Data reporting,Literacy definition: ...
ILLPOP.AG15T99,IRQ,2014,Source,Data sources,Source: Continuous semi-annual economic survey
ILLPOP.AG15T99,IRQ,2016,Data Status,Data reporting,Literacy definition: ...
ILLPOP.AG15T99,IRQ,2016,Source,Data sources,Source: Household food security and vulnerability assessment survey  (Note without Nineveh and Anbar)
ILLPOP.AG15T99,IRQ,2017,Data Status,Data reporting,Literacy definition: ...
ILLPOP.AG15T99,IRQ,2017,Source,Data sources,Source: Poverty Monitoring and Evaluation Survey
ILLPOP.AG15T99,ITA,2001,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to both read and write.
ILLPOP.AG15T99,ITA,2001,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,ITA,2011,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to both read and write.
ILLPOP.AG15T99,ITA,2011,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,ITA,2019,Data Status,Data reporting,Literacy definition: The first two items of the question on the educational attainment are:  1)  No educational attainment and I can't read or write (illiterate);  2)  No educational attainment but I can read and write (literate)
ILLPOP.AG15T99,ITA,2019,Source,Data sources,Source: Population Census
