indicatorId,geoUnit,year,type,subtype,value
ILLPOP.AG15T99,MKD,2012,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,MLI,1998,Data Status,Data reporting,Literacy definition: Illiterate is a person who never attended school even if that person can read and write.
ILLPOP.AG15T99,MLI,1998,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MLI,2003,Data Status,Data reporting,Literacy definition: A person aged 15 and up is defined as literate if they can read and write a simple statement in any language.
ILLPOP.AG15T99,MLI,2003,Source,Data sources,Source: Light Integrated Household Survey
ILLPOP.AG15T99,MLI,2006,Data Status,Data reporting,Literacy definition: A person aged 15 or older is defined as literate if they can read and write in any language.
ILLPOP.AG15T99,MLI,2006,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,MLI,2010,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write in any language.
ILLPOP.AG15T99,MLI,2010,Source,Data sources,Source: Survey
ILLPOP.AG15T99,MLI,2011,Data Status,Data reporting,Literacy definition: [Name] knows read and write in the language? - French? - A national language? - Another foreign language?
ILLPOP.AG15T99,MLI,2011,Source,Data sources,Source: Survey
ILLPOP.AG15T99,MLI,2015,Data Status,Data reporting,"Literacy definition: In which language do you read and write fluently (1=Yes 2=No)?  a. French, b. Arabic, c. English, d. National Language, e. Others."
ILLPOP.AG15T99,MLI,2015,Source,Data sources,Source: Survey
ILLPOP.AG15T99,MLI,2018,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write in any language.
ILLPOP.AG15T99,MLI,2018,Source,Data sources,Source: Survey
ILLPOP.AG15T99,MLI,2024,Data Status,Data reporting,Literacy definition: 2018 Survey: A literate is a person who can read and write in any language.
ILLPOP.AG15T99,MLI,2024,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,MLT,2005,Data Status,Data reporting,Literacy definition: Literacy is the ability to read/write a simple sentence about his/her everyday life in any language.
ILLPOP.AG15T99,MLT,2005,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MLT,2011,Data Status,Data reporting,Literacy definition: Are you able to read and write a simple sentence?
ILLPOP.AG15T99,MLT,2011,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MLT,2021,Data Status,Data reporting,Literacy definition: 2011 population Census:  Are you able to read and write a simple sentence?
ILLPOP.AG15T99,MLT,2021,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,MMR,2000,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read easily or with difficulty a letter or a newspaper.
ILLPOP.AG15T99,MMR,2000,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
ILLPOP.AG15T99,MMR,2014,Data Status,Data reporting,Literacy definition: A literate person can read and write in any language with understanding.
ILLPOP.AG15T99,MMR,2014,Source,Data sources,Source: IPUMS data
ILLPOP.AG15T99,MMR,2019,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write.
ILLPOP.AG15T99,MMR,2019,Source,Data sources,Source: Inter-censual Survey
ILLPOP.AG15T99,MNE,2003,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,MNE,2003,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MNE,2011,Data Status,Data reporting,Literacy definition: Is the person literate?
ILLPOP.AG15T99,MNE,2011,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MNE,2021,Data Status,Data reporting,Literacy definition: 2011 population census: Is the person literate?
ILLPOP.AG15T99,MNE,2021,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,MNG,2000,Data Status,Data reporting,Literacy definition: Literacy is the ability to read and write simple statements in Mongolian or any other language with understanding.
ILLPOP.AG15T99,MNG,2000,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MNG,2010,Data Status,Data reporting,Literacy definition: Are you literate? Yes=1; No=2
ILLPOP.AG15T99,MNG,2010,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MNG,2020,Data Status,Data reporting,"Literacy definition: What is the highest level of your education completed? For those who have no education, can you read and write a simple sentence?"
ILLPOP.AG15T99,MNG,2020,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MOZ,1997,Data Status,Data reporting,"Literacy definition: A person is defined as literate if he can, with understanding, both read and write a short, simple statement on his everyday life."
ILLPOP.AG15T99,MOZ,1997,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MOZ,2003,Data Status,Data reporting,Literacy definition: A literate is a person who is able to read and write.
ILLPOP.AG15T99,MOZ,2003,Source,Data sources,Source: Demographic and Health Survey (DHS)
ILLPOP.AG15T99,MOZ,2009,Data Status,Data reporting,Literacy definition: A literate is a person who is able to read and write.
ILLPOP.AG15T99,MOZ,2009,Source,Data sources,Source: Household Budget Survey
ILLPOP.AG15T99,MOZ,2015,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write in any language.
ILLPOP.AG15T99,MOZ,2015,Source,Data sources,Source: Household Budget Survey
ILLPOP.AG15T99,MOZ,2017,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write in any language.
ILLPOP.AG15T99,MOZ,2017,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MOZ,2020,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write in any language.
ILLPOP.AG15T99,MOZ,2020,Source,Data sources,Source: Budget Survey of Family (IOF)
ILLPOP.AG15T99,MOZ,2024,Data Status,Data reporting,Literacy definition: 2020 Budget Survey of Family (IOF): A literate is a person who can read and write in any language.
ILLPOP.AG15T99,MOZ,2024,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,MRT,2000,Data Status,Data reporting,Literacy definition: Literates are those persons who are able to read and write in the language specified.
ILLPOP.AG15T99,MRT,2000,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MRT,2007,Data Status,Data reporting,Literacy definition: UIS estimate based on 2007  Multiple Indicator Cluster Survey data with assessment of reading skills of male population 15-59 years and female population 15-49 years. Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,MRT,2007,Source,Data sources,Source: UIS estimates: DHS/GALP
ILLPOP.AG15T99,MRT,2013,Data Status,Data reporting,Literacy definition: ...
ILLPOP.AG15T99,MRT,2013,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MRT,2023,Data Status,Data reporting,Literacy definition: 2013 Population Census: ...
ILLPOP.AG15T99,MRT,2023,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,MTQ,1992,Data Status,Data reporting,"Literacy definition: 1982 Population Census:  A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,MTQ,1992,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,MUS,2011,Data Status,Data reporting,"Literacy definition: A person is considered as literate if they can, with understanding, both read and write a simple statement on his or her everyday life."
ILLPOP.AG15T99,MUS,2011,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MUS,2012,Data Status,Data reporting,"Literacy definition: A person is considered as literate if they can, with understanding, both read and write a simple statement on his or her everyday life."
ILLPOP.AG15T99,MUS,2012,Source,Data sources,Source: The Continuous Multi-Purpose Household Survey
ILLPOP.AG15T99,MUS,2013,Data Status,Data reporting,"Literacy definition: A person is considered as literate if they can, with understanding, both read and write a simple statement on his or her everyday life."
ILLPOP.AG15T99,MUS,2013,Source,Data sources,Source: The Continuous Multi-Purpose Household Survey
ILLPOP.AG15T99,MUS,2014,Data Status,Data reporting,"Literacy definition: A person is considered as literate if they can, with understanding, both read and write a simple statement on his or her everyday life."
ILLPOP.AG15T99,MUS,2014,Source,Data sources,Source: The Continuous Multi-Purpose Household Survey
ILLPOP.AG15T99,MUS,2015,Data Status,Data reporting,"Literacy definition: A person is considered as literate if they can, with understanding, both read and write a simple statement on his or her everyday life."
ILLPOP.AG15T99,MUS,2015,Source,Data sources,Source: The Continuous Multi-Purpose Household Survey
ILLPOP.AG15T99,MUS,2016,Data Status,Data reporting,"Literacy definition: A person is considered as literate if they can, with understanding, both read and write a simple statement on his or her everyday life."
ILLPOP.AG15T99,MUS,2016,Source,Data sources,Source: The Continuous Multi-Purpose Household Survey
ILLPOP.AG15T99,MUS,2021,Data Status,Data reporting,"Literacy definition: 2011 population census: Persons were asked to state the language(s) in which they could, with understanding, both read and write a simple statement about their everyday life."
ILLPOP.AG15T99,MUS,2021,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,MWI,1998,Data Status,Data reporting,"Literacy definition: The literate population includes persons able to write and read English, Chichewa or other languages."
ILLPOP.AG15T99,MWI,1998,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MWI,2010,Data Status,Data reporting,Literacy definition: UIS estimate based on 2010 Demographic and Health Survey data with assessment of reading skills of male population 15-54 years and female population 15-49 years. Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,MWI,2010,Source,Data sources,Source: UIS estimates: DHS/GALP
ILLPOP.AG15T99,MWI,2014,Data Status,Data reporting,Literacy definition: UIS estimate based on 2014 MICS Survey data with assessment of reading skills of male and female population 15-49 years. Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,MWI,2014,Source,Data sources,Source: UIS estimates: DHS/GALP
ILLPOP.AG15T99,MWI,2015,Data Status,Data reporting,Literacy definition: UIS estimate based on 2015 Demographic and Health Survey data with assessment of reading skills of male and female population 15-49 years. Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,MWI,2015,Source,Data sources,Source: UIS estimates: DHS/GALP
ILLPOP.AG15T99,MWI,2018,Data Status,Data reporting,Literacy definition: Literacy: Can [the respondent] read and write a simple sentence in any languages? 1 Yes 2 No
ILLPOP.AG15T99,MWI,2018,Source,Data sources,Source: IPUMS data
ILLPOP.AG15T99,MWI,2024,Data Status,Data reporting,Literacy definition: 2018 IPUMS: Can [the respondent] read and write a simple sentence in any languages? 1 Yes 2 No
ILLPOP.AG15T99,MWI,2024,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,MYS,1991,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,MYS,1991,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MYS,2000,Data Status,Data reporting,Literacy definition: The illiterate population includes persons aged 10 years and older who have never been to school in any language.
ILLPOP.AG15T99,MYS,2000,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,MYS,2010,Data Status,Data reporting,Literacy definition: The illiterate population includes persons aged 10 years and older who have never been to school in any language.
ILLPOP.AG15T99,MYS,2010,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,MYS,2016,Data Status,Data reporting,Literacy definition: School Attendence-Those who are schooling and completed schooling
ILLPOP.AG15T99,MYS,2016,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,MYS,2017,Data Status,Data reporting,Literacy definition: School Attendence-Those who are schooling and completed schooling
ILLPOP.AG15T99,MYS,2017,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,MYS,2018,Data Status,Data reporting,Literacy definition: School Attendence-Those who are schooling and completed schooling
ILLPOP.AG15T99,MYS,2018,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,MYS,2019,Data Status,Data reporting,Literacy definition: School Attendence-Those who are schooling and completed schooling
ILLPOP.AG15T99,MYS,2019,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,MYS,2022,Data Status,Data reporting,Literacy definition: School Attendence-Those who are schooling and completed schooling
ILLPOP.AG15T99,MYS,2022,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,NAM,1991,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,NAM,1991,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,NAM,2001,Data Status,Data reporting,"Literacy definition: Literacy is the ability to write and read with understanding in any language. Persons who could read and not write were classified as non-literate. Similarly, persons who were able to write and not read were classified as non-literate."
ILLPOP.AG15T99,NAM,2001,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,NAM,2007,Data Status,Data reporting,Literacy definition: UIS estimate based on 2006-07 Demographic and Health Survey data with assessment of reading skills of male and female population 15-49 years.   Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,NAM,2007,Source,Data sources,Source: UIS estimates: DHS/GALP
ILLPOP.AG15T99,NAM,2011,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write a message in any language with understanding.
ILLPOP.AG15T99,NAM,2011,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,NAM,2023,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write a message in any language with understanding.
ILLPOP.AG15T99,NAM,2023,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,NCL,1996,Data Status,Data reporting,Literacy definition: Literate persons are those who know how to write and read the French language.
ILLPOP.AG15T99,NCL,1996,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,NCL,2006,Data Status,Data reporting,Literacy definition: 1996 Population Census: Literate persons are those who know how to write and read the French language.
ILLPOP.AG15T99,NCL,2006,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,NER,2001,Data Status,Data reporting,"Literacy definition: Persons aged 6 years and over who are able to read, write and understand in any language (French, Arabic or any other language) are considered literate."
ILLPOP.AG15T99,NER,2001,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,NER,2005,Data Status,Data reporting,Literacy definition: Literate persons are those who know how to read and write in any language.
ILLPOP.AG15T99,NER,2005,Source,Data sources,Source: Household survey - questionnaire on Basic Indicators of Wellbeing
ILLPOP.AG15T99,NER,2012,Data Status,Data reporting,Literacy definition: Can you read and write a message in any language?
ILLPOP.AG15T99,NER,2012,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,NGA,1991,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,NGA,1991,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,NGA,2003,Data Status,Data reporting,Literacy definition: Literacy is the ability to read and write.
ILLPOP.AG15T99,NGA,2003,Source,Data sources,Source: Demographic and Health Survey (DHS)
ILLPOP.AG15T99,NGA,2006,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write with understanding in any language.
ILLPOP.AG15T99,NGA,2006,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,NGA,2008,Data Status,Data reporting,Literacy definition: UIS estimate based on 2008 Demographic and Health Survey data with assessment of reading skills of male population 15-59 years and female population 15-49 years. Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,NGA,2008,Source,Data sources,Source: UIS estimates: DHS/GALP
ILLPOP.AG15T99,NGA,2018,Data Status,Data reporting,Literacy definition: UIS estimate based on 2008 Demographic and Health Survey data with assessment of reading skills of male population 15-59 years and female population 15-49 years.
ILLPOP.AG15T99,NGA,2018,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,NIC,2001,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write; an illiterate is a person who can only read or who cannot read and write.
ILLPOP.AG15T99,NIC,2001,Source,Data sources,Source: National Survey
ILLPOP.AG15T99,NIC,2005,Data Status,Data reporting,"Literacy definition: Literate persons are those who can read and write a message or a paragraph from a simple text. In census practice, persons who answered yes to the question if they can read and write are considered literate."
ILLPOP.AG15T99,NIC,2005,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,NIC,2015,Data Status,Data reporting,"Literacy definition: 2005 population census: Literate persons are those who can read and write a message or a paragraph from a simple text. In census practice, persons who answered yes to the question if they can read and write are considered literate."
ILLPOP.AG15T99,NIC,2015,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,NPL,1991,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,NPL,1991,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,NPL,2001,Data Status,Data reporting,Literacy definition: A person age 6 years and above who can read and write a simple letter with understanding in any language and who has simple knowledge of arithmetic is considered literate.
ILLPOP.AG15T99,NPL,2001,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,NPL,2011,Data Status,Data reporting,Literacy definition: Can you read and write? Are you currently attending school/college? What is your level of education?
ILLPOP.AG15T99,NPL,2011,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,NPL,2021,Data Status,Data reporting,Literacy definition: 2011 population census: Can you read and write? Are you currently attending school/college? What is your level of education?
ILLPOP.AG15T99,NPL,2021,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,OMN,2003,Data Status,Data reporting,Literacy definition: A literate is an individual who is capable of both reading and writing but does not hold an academic qualification of any kind.
ILLPOP.AG15T99,OMN,2003,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,OMN,2008,Data Status,Data reporting,Literacy definition: The survey asked persons without any type of qualification (i.e. without formal education) about their ability to read and write.
ILLPOP.AG15T99,OMN,2008,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,OMN,2010,Data Status,Data reporting,Literacy definition: Reading and writing test.
ILLPOP.AG15T99,OMN,2010,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,OMN,2015,Data Status,Data reporting,Literacy definition: A literate is a person who can both read and write or who completed the first grade of primary successfully or any stage of school education.
ILLPOP.AG15T99,OMN,2015,Source,Data sources,Source: Comprehensive Household Survey
ILLPOP.AG15T99,OMN,2017,Data Status,Data reporting,Literacy definition: Using 2010 Census data as a basis and the administrative data for the population whose illiteracy was liberated.  Literacy definition in Oman: Individual person who can neither read and write and didn't complete the first grade successfully or at any stage of school education.
ILLPOP.AG15T99,OMN,2017,Source,Data sources,Source: Administrative register based national estimates
ILLPOP.AG15T99,OMN,2018,Data Status,Data reporting,Literacy definition: Using 2010 Census data as a basis and the administrative data for the population whose illiteracy was liberated.  Literacy definition in Oman: Individual person who can neither read nor write and didn't complete the first grade successfully or at any stage of school education.
ILLPOP.AG15T99,OMN,2018,Source,Data sources,Source: Administrative register based national estimates
ILLPOP.AG15T99,OMN,2020,Data Status,Data reporting,Literacy definition: UNSD definition
ILLPOP.AG15T99,OMN,2020,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,OMN,2022,Data Status,Data reporting,Literacy definition: Individual person who can neither read nor write and didn't complete the first grade successfully or at any stage of school education.
ILLPOP.AG15T99,OMN,2022,Source,Data sources,Source: Administrative register based national estimates
ILLPOP.AG15T99,PAK,1998,Data Status,Data reporting,Literacy definition: A person of five years and above is considered literate if he can read newspaper in any language and can write simple letter.
ILLPOP.AG15T99,PAK,1998,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,PAK,2005,Data Status,Data reporting,Literacy definition: Persons who can read a newspaper and write a simple letter in any language are considered literate.
ILLPOP.AG15T99,PAK,2005,Source,Data sources,Source: Living Standards Measurement Survey
ILLPOP.AG15T99,PAK,2006,Data Status,Data reporting,Literacy definition: Persons who can read a newspaper and write a simple letter in any language are considered literate.
ILLPOP.AG15T99,PAK,2006,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,PAK,2007,Data Status,Data reporting,Literacy definition: Persons who can read a newspaper and write a simple letter in any language are considered literate.
ILLPOP.AG15T99,PAK,2007,Source,Data sources,Source: Living Standards Measurement Survey
ILLPOP.AG15T99,PAK,2008,Data Status,Data reporting,Literacy definition: Persons who can read a newspaper and write a simple letter in any language are considered literate.
ILLPOP.AG15T99,PAK,2008,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,PAK,2009,Data Status,Data reporting,Literacy definition: Persons who can read a newspaper and write a simple letter in any language are considered literate.
ILLPOP.AG15T99,PAK,2009,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,PAK,2010,Data Status,Data reporting,Literacy definition: Persons who can read a newspaper and write a simple letter in any language are considered literate.
ILLPOP.AG15T99,PAK,2010,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,PAK,2011,Data Status,Data reporting,Literacy definition: Persons who can read a newspaper and write a simple letter in any language are considered literate.
ILLPOP.AG15T99,PAK,2011,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,PAK,2012,Data Status,Data reporting,Literacy definition: Persons who can read a newspaper and write a simple letter in any language are considered literate.
ILLPOP.AG15T99,PAK,2012,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,PAK,2013,Data Status,Data reporting,Literacy definition: Persons who can read a newspaper and write a simple letter in any language are considered literate.
ILLPOP.AG15T99,PAK,2013,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,PAK,2014,Data Status,Data reporting,Literacy definition: Persons who can read a newspaper and write a simple letter in any language are considered literate.
ILLPOP.AG15T99,PAK,2014,Source,Data sources,Source: Living Standards Measurement Survey
ILLPOP.AG15T99,PAK,2017,Data Status,Data reporting,Literacy definition: Persons who can read a newspaper and write a simple letter in any language are considered literate.
ILLPOP.AG15T99,PAK,2017,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,PAK,2018,Data Status,Data reporting,Literacy definition: 1.Can.........read simple statement in any language with full under-standing?  2.Can.........write simple statement in any language with full under-standing?
ILLPOP.AG15T99,PAK,2018,Source,Data sources,Source: Living Standards Measurement Survey
ILLPOP.AG15T99,PAK,2019,Data Status,Data reporting,Literacy definition: 1.Can.........read simple statement in any language with full under-standing?  2.Can.........write simple statement in any language with full under-standing?
ILLPOP.AG15T99,PAK,2019,Source,Data sources,Source: Living Standards Measurement Survey
ILLPOP.AG15T99,PAN,1990,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write.  Those who has passed at least the third grade of primary school is considered literate.
ILLPOP.AG15T99,PAN,1990,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,PAN,2000,Data Status,Data reporting,Literacy definition: Literacy is the person's aptitude to read and to write in any language.
ILLPOP.AG15T99,PAN,2000,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,PAN,2010,Data Status,Data reporting,Literacy definition: The ability of the person to read and write a message and understand it.
ILLPOP.AG15T99,PAN,2010,Source,Data sources,Source: Survey
ILLPOP.AG15T99,PAN,2018,Data Status,Data reporting,Literacy definition: A person aged 10 years or older is literate if they can read and write.
ILLPOP.AG15T99,PAN,2018,Source,Data sources,Source: Survey
ILLPOP.AG15T99,PAN,2019,Data Status,Data reporting,Literacy definition: A person aged 10 years or older is literate if they can read and write.
ILLPOP.AG15T99,PAN,2019,Source,Data sources,Source: Survey
ILLPOP.AG15T99,PER,1993,Data Status,Data reporting,Literacy definition: Are you able to read and write in any language? Yes; No
ILLPOP.AG15T99,PER,1993,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,PER,2004,Data Status,Data reporting,Literacy definition: Literacy is the ability to read and to write in any language. Literate is the person who knows how to read and to write in any language. The language used for data collection of the data in the survey was Spanish.
ILLPOP.AG15T99,PER,2004,Source,Data sources,Source: Household National Survey
ILLPOP.AG15T99,PER,2005,Data Status,Data reporting,Literacy definition: The literate population includes persons aged 15 years and older who declared that they can read and write.
ILLPOP.AG15T99,PER,2005,Source,Data sources,Source: National Household Survey
ILLPOP.AG15T99,PER,2006,Data Status,Data reporting,Literacy definition: The literate population includes persons aged 15 years and older who declared that they can read and write.
ILLPOP.AG15T99,PER,2006,Source,Data sources,Source: Multiple Indicator Cluster Survey (MICS)
ILLPOP.AG15T99,PER,2007,Data Status,Data reporting,Literacy definition: The literate population includes persons aged 15 years and older who declared that they can read and write.
ILLPOP.AG15T99,PER,2007,Source,Data sources,Source: Multiple Indicator Cluster Survey (MICS)
ILLPOP.AG15T99,PER,2012,Data Status,Data reporting,Literacy definition: The literate population includes persons aged 15 years and older who declared that they can read and write.
ILLPOP.AG15T99,PER,2012,Source,Data sources,Source: Survey
ILLPOP.AG15T99,PER,2014,Data Status,Data reporting,"Literacy definition: Initially we ask (p301): -What is the last year or grade of studies and level that you approved?, and if the person aged 15+ responds one of the following alternatives: (1) No level, (2) Initial, (3) Incomplete primary;  then in question (p302):-Can you read and write? Yes/no,  the Reading test is conducted."
ILLPOP.AG15T99,PER,2014,Source,Data sources,Source: Survey
ILLPOP.AG15T99,PER,2015,Data Status,Data reporting,"Literacy definition: Which is your last year or degree of studies approved? Can you read and write?  Persons 15 and older were asked: Can you read and write? Those who answered yes and in turn declared incomplete primary or less education, were given the reading booklet."
ILLPOP.AG15T99,PER,2015,Source,Data sources,Source: National Household Survey
ILLPOP.AG15T99,PER,2016,Data Status,Data reporting,"Literacy definition: Which is your last year or degree of studies approved? Can you read and write?  Persons 15 and older were asked: Can you read and write? Those who answered yes and in turn declared incomplete primary or less education, were given the reading booklet."
ILLPOP.AG15T99,PER,2016,Source,Data sources,Source: National Household Survey
ILLPOP.AG15T99,PER,2017,Data Status,Data reporting,Literacy definition: What is the last year or grade of education you passed?  Do you know how to read and write?
ILLPOP.AG15T99,PER,2017,Source,Data sources,Source: National Household Survey
ILLPOP.AG15T99,PER,2018,Data Status,Data reporting,Literacy definition: What is the last year or grade of education you passed?  Do you know how to read and write?
ILLPOP.AG15T99,PER,2018,Source,Data sources,Source: National Household Survey
ILLPOP.AG15T99,PER,2020,Data Status,Data reporting,Literacy definition: What is the last year or grade of education you passed?  Do you know how to read and write?
ILLPOP.AG15T99,PER,2020,Source,Data sources,Source: National Household Survey
ILLPOP.AG15T99,PHL,1990,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,PHL,1990,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,PHL,1994,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,PHL,1994,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,PHL,2000,Data Status,Data reporting,"Literacy definition: Simple literacy is the ability to read and write a simple message. A person is literate when he can both read and write a simple message in any language or dialect. A person who knows how to read and write but at the time of the census, he/she can no longer read and/or write due to some physical defects or illness, is considered literate. Disabled persons who can read and write through any means such as Braille are also considered literate."
ILLPOP.AG15T99,PHL,2000,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,PHL,2003,Data Status,Data reporting,Literacy definition: Basic and simple literacy is the ability of a person to read and write with understanding a simple message in any language or dialect.
ILLPOP.AG15T99,PHL,2003,Source,Data sources,"Source: Functional Literacy, Education and Mass Media Survey (FLEMMS)"
ILLPOP.AG15T99,PHL,2008,Data Status,Data reporting,Literacy definition: Basic and simple literacy is the ability of a person to read and write with understanding a simple message in any language or dialect.
ILLPOP.AG15T99,PHL,2008,Source,Data sources,"Source: Functional Literacy, Education and Mass Media Survey (FLEMMS)"
ILLPOP.AG15T99,PHL,2010,Data Status,Data reporting,"is illiterate. Also consider a person illiterate if he is capable of reading and writing only his/her own name or numbers, as well as a person who can read but not write, or vice versa."
ILLPOP.AG15T99,PHL,2010,Source,Data sources,Source: IPUMS data
ILLPOP.AG15T99,PHL,2013,Data Status,Data reporting,Literacy definition: A literate is a person who can you read and write a simple message in any language or dialect.
ILLPOP.AG15T99,PHL,2013,Source,Data sources,"Source: Functional Literacy, Education and Mass Media Survey (FLEMMS)"
ILLPOP.AG15T99,PHL,2015,Data Status,Data reporting,Literacy definition: Can <name of the household member> read and write a simple message in any language or dialect?
ILLPOP.AG15T99,PHL,2015,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,PHL,2019,Data Status,Data reporting,Literacy definition: Can <name of the household member> read and write a simple message in any language or dialect?
ILLPOP.AG15T99,PHL,2019,Source,Data sources,"Source: Functional Literacy, Education and Mass Media Survey (FLEMMS)"
